company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
BRICK & BEAM PROPERTY SOURCING LTD,16206345,active,ltd,,,2025-01-24,,2025-01-24,[68201, 68209, 68310, 68320],71-75 Shelton Street London United Kingdom WC2H 9JQ
STERLING INVESTORS LONDON LTD,16206610,active,ltd,,,2025-01-24,,2025-01-24,[68209],C/O Getground London England W6 0NB
TIMEVEIL LTD,16206600,active,ltd,,,2025-01-24,,2025-01-24,[58210],128 City Road London United Kingdom EC1V 2NX
RJ ARCHES LTD,16206628,active,ltd,,,2025-01-24,,2025-01-24,[86230],Unit 7 New Crane Place London United Kingdom E1W 3TX
MGM DINING LTD,16206593,active,ltd,,,2025-01-24,,2025-01-24,[56210],Hale House Unit 5 Palmers Green United Kingdom N13 5TW
REFORM RETAIL (H&I) LIMITED,16206882,active,ltd,,,2025-01-24,,2025-01-24,[68100],Aston House London United Kingdom N3 1LF
KIKA KREATES LTD,16207030,active,ltd,,,2025-01-24,,2025-01-24,[56210],Flat A-B London England E11 3NL
COMPANIES ADDRESS LTD,16207056,active,ltd,,,2025-01-24,,2025-01-24,[82990],Lk301 Lock Studios London England E3 3YD
EASTERN LANDS II LTD,16207283,active,ltd,,,2025-01-24,,2025-01-24,[68100],20 Wenlock Road London England N1 7GU
DIAMOND LUXE PROPERTIES LIMITED,16207272,active,ltd,,,2025-01-24,,2025-01-24,[68310, 98000],41 Michael Road London England E11 3DY
TAKE 22 LIMITED,16207397,active,ltd,,,2025-01-24,,2025-01-24,[90010],7 Savoy Court London United Kingdom WC2R 0EX
R A RACING LTD,16207414,active,ltd,,,2025-01-24,,2025-01-24,[93191],Flat 6 The Gables 144a London Road Guildford England GU1 1FG
TWINS LONDON CONSTRUCTION LTD,16207416,active,ltd,,,2025-01-24,,2025-01-24,[41100, 41201, 41202],114 Greyhound Lane London England SW16 5RN
HARUTO LIMITED,16207797,active,ltd,,,2025-01-24,,2025-01-24,[47910],97b Grosvenor Park London England SE5 0NJ
MASQ LOUNGE LTD,16207897,active,ltd,,,2025-01-25,,2025-01-25,[56210, 56302],201 Tooley Street London England SE1 2JX
7 PEAKS MANAGEMENT SOLUTIONS LTD,16207894,active,ltd,,,2025-01-25,,2025-01-25,[68201],5 Fenn Street London England E9 6JN
RM FULFILLMENT LIMITED,16207958,active,ltd,,,2025-01-25,,2025-01-25,[46190, 46900],85 Great Portland Street London England W1W 7LT
GO PRODUCTIONS GROUP LTD,16208213,active,ltd,,,2025-01-25,,2025-01-25,[59200],17 Rancliffe Gardens London England SE9 6JZ
NIMBLE TECHNOLOGY GROUP LIMITED,16208557,active,ltd,,,2025-01-26,,2025-01-26,[62020],32 Trafalgar House Juniper Drive London England SW18 1GY
INDIE FOOD WORKS LTD,16208797,active,ltd,,,2025-01-26,,2025-01-26,[56290],15 Knapp Road London England E3 4BP
MR IFIX LTD,16208867,active,ltd,,,2025-01-27,,2025-01-27,[47410, 47429, 95110],80 Baker Street London England W1U 6TE
DIGITAL REEF PT 001 LIMITED,16209202,active,ltd,,,2025-01-27,,2025-01-27,[41100, 68100],13-14 Welbeck Street London England W1G 9XU
PROGRESS TAX ADVISORS LTD,16209564,active,ltd,,,2025-01-27,,2025-01-27,[69202, 69203],44 Coleshill Flats Ebury Street London England SW1W 8LW
HIGH HOUSE PRODUCTIONS LTD,16209538,active,ltd,,,2025-01-27,,2025-01-27,[59111],3 High House Mews London United Kingdom N16 0EN
POTSVERSE LTD,16209593,active,ltd,,,2025-01-27,,2025-01-27,[62011, 62090],139b Charlton Church Lane London England SE7 7AA
BYTEBUN LTD,16209552,active,ltd,,,2025-01-27,,2025-01-27,[62012],7 Worple Street London England SW14 8HE
DE BLEMOND PROPERTIES LIMITED,16210194,active,ltd,,,2025-01-27,,2025-01-27,[68100],Elsley Court London United Kingdom W1W 8BE
RIVERSTONE PROPERTY GROUP LTD,16210540,active,ltd,,,2025-01-27,,2025-01-27,[68310],20 Wenlock Road London England N1 7GU
WISE CAT STRATEGY LIMITED,16210510,active,ltd,,,2025-01-27,,2025-01-27,[70229, 78300],71-75 Shelton Street London United Kingdom WC2H 9JQ
CONNECTEDPLATES LTD,16211113,active,ltd,,,2025-01-27,,2025-01-27,[56210],20 Wenlock Road London England N1 7GU
AUFGUSS LIMITED,16211149,active,ltd,,,2025-01-27,,2025-01-27,[96040],Flat B Old School House London England SE12 8QN
THE SUMMIT CLUB LTD,16211127,active,ltd,,,2025-01-27,,2025-01-27,[85590],71-75 Shelton Street London United Kingdom WC2H 9JQ
MAGICFORGE LTD,16211132,active,ltd,,,2025-01-27,,2025-01-27,[47410, 58290, 62011, 62012],71-75 Shelton Street London United Kingdom WC2H 9JQ
UCD TRANSFORM LTD,16211406,active,ltd,,,2025-01-27,,2025-01-27,[62020],20 Wenlock Road London England N1 7GU
SLIVER LIMITED,16211427,active,ltd,,,2025-01-27,,2025-01-27,[70229],71-75 Shelton Street London United Kingdom WC2H 9JQ
DPF PLASTERING & DAMPROOFING LTD,16205660,active,ltd,,,2025-01-24,,2025-01-24,[43310],2nd Floor College House Ruislip, United Kingdom HA4 7AE
NETNATURE LTD,16205664,active,ltd,,,2025-01-24,,2025-01-24,[62020, 63110, 72190, 74901],17a Electric Lane London England SW9 8LA
12 TOUCH PRODUCTIONS LTD,16205918,active,ltd,,,2025-01-24,,2025-01-24,[74100, 90020, 90030, 93290],124 City Road London England EC1V 2NX
SNOD TRADING LIMITED,16205950,active,ltd,,,2025-01-24,,2025-01-24,[46190, 55209, 77390, 81210],Suite Ra01 195-197 Wood Street London United Kingdom E17 3NU
ALJOUDAH FOOD LTD,16205953,active,ltd,,,2025-01-24,,2025-01-24,[46760, 46900, 47240],330 Uxbridge Road London England W12 7LL
ST MICHAELS MEZZCO LIMITED,16205937,active,ltd,,,2025-01-24,,2025-01-24,[64209],Duo, Level 6 London United Kingdom EC2M 4RB
OTH TRADING LIMITED,16197260,active,ltd,,,2025-01-21,,2025-01-21,[47410, 47799, 47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
MIKUTA RETAIL UK LTD.,16206461,active,ltd,,,2025-01-24,,2025-01-24,[47510, 47710, 47721],27 Old Gloucester Street London United Kingdom WC1N 3AX
HILLFLOOR GROUP LTD,16206459,active,ltd,,,2025-01-24,,2025-01-24,[43330, 46470, 47530],12 Dempster Road London England SW18 1AT
PRE-EMINENT NUTRITION LTD,16206662,active,ltd,,,2025-01-24,,2025-01-24,[10890],20 Wenlock Road London England N1 7GU
CPD DINAS WRECSAM LTD,16206647,active,ltd,,,2025-01-24,,2025-01-24,[77210, 85510, 93110, 93199],71-75 Shelton Street London United Kingdom WC2H 9JQ
KINETIC BIOPHARMA CONSULTANCY LIMITED,16206969,active,ltd,,,2025-01-24,,2025-01-24,[70229, 74909],167 - 169 Great Portland Street London England W1W 5PF
HVL NO.3 LIMITED,16206972,active,ltd,,,2025-01-24,,2025-01-24,[64303],167-169 Great Portland Street London England W1W 5PF
MURERA PRESS LTD,16206975,active,ltd,,,2025-01-24,,2025-01-24,[58110, 58130, 58141, 58190],128 City Road London United Kingdom EC1V 2NX
X-89.8 RINGLY LIMITED,16207824,active,ltd,,,2025-01-24,,2025-01-24,[62012],411 Oxford Street London England W1C 2PE
SEVENTEEN HOUSE LIMITED,16208231,active,ltd,,,2025-01-25,,2025-01-25,[64209],Mary Sumner House London United Kingdom SW1P 3RB
NOVA ID LIMITED,16208432,active,ltd,,,2025-01-26,,2025-01-26,[70229],167-169 Great Portland Street London England W1W 5PF
HAYKAL CAPITAL LTD,16199703,active,ltd,,,2025-01-22,,2025-01-22,[68100, 68209],86-90 Paul Street London England EC2A 4NE
SARJ SERVICES LTD,16209003,active,ltd,,,2025-01-27,,2025-01-27,[47210, 47220, 47240],46-48 Chase Side London United Kingdom N14 5PA
RIZVIZ TRADING LIMITED,16209145,active,ltd,,,2025-01-27,,2025-01-27,[47910],66 Sherwin Court 13 Arthur Street London United Kingdom DA8 2GS
CERES CREST LTD,16209148,active,ltd,,,2025-01-27,,2025-01-27,[68209],172 Central Park Road London United Kingdom E6 3DN
TUNJI ADEBAYO INVESTMENT LTD,16209156,active,ltd,,,2025-01-27,,2025-01-27,[64304],3 Chelsea Crescent London United Kingdom NW2 3QP
HOME STRUCTURAL DESIGN LIMITED,16191614,active,ltd,,,2025-01-17,,2025-01-17,[74100],Hoxton Mix Ltd London England EC2A 4NE
THE FRY HUT LIMITED,16209681,active,ltd,,,2025-01-27,,2025-01-27,[56103],8 Mountfield Road London England N3 3NB
NEW YOU AESTHETIC TOURISM LTD,16209988,active,ltd,,,2025-01-27,,2025-01-27,[70229, 86230, 86900, 96090],23 Ash Grove London England N13 5AE
BEAMHATH.COMMERCE LTD,16209984,active,ltd,,,2025-01-27,,2025-01-27,[47910],13 Ickburgh Road London England E5 8AF
MOONSHIPMENT LTD,16210337,active,ltd,,,2025-01-27,,2025-01-27,[47910],86-90 Paul Street London England EC2A 4NE
SOULVERA LTD,16210344,active,ltd,,,2025-01-27,,2025-01-27,[10860, 10890, 47290, 47910],Flat 60 Regent Court London England NW8 8UW
VVELES CARPENTRY LTD,16210346,active,ltd,,,2025-01-27,,2025-01-27,[43290],2 Gloucester House 23a London Road Peterborough England PE2 8AN
BLUE FLAME MARKETING LTD,16210908,active,ltd,,,2025-01-27,,2025-01-27,[73110],18 St. Cross Street London England EC1N 8UN
SOUNDNESS LABS LTD,16210884,active,ltd,,,2025-01-27,,2025-01-27,[58290],86-90 Paul Street London England EC2A 4NE
AQTARA GROUP LTD,16211365,active,ltd,,,2025-01-27,,2025-01-27,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
SAINT GALLERIA LIMITED,16211383,active,ltd,,,2025-01-27,,2025-01-27,[47710],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
DOMINICAN COFFEE COMPANY LTD,16205721,active,ltd,,,2025-01-24,,2025-01-24,[46370],71-75 Shelton Street London England WC2H 9JQ
HANIYAZ COLLECTION LTD,16205724,active,ltd,,,2025-01-24,,2025-01-24,[47910],20 Wenlock Road London England N1 7GU
DZJ RESTORATIONS LTD,16205859,active,ltd,,,2025-01-24,,2025-01-24,[86230],484 Neasden Lane North London United Kingdom NW10 0DG
RAYAN&KAI LTD,16205891,active,ltd,,,2025-01-24,,2025-01-24,[86210],1a Winter Avenue London England E6 1NH
P15M LTD,16205888,active,ltd,,,2025-01-24,,2025-01-24,[62020],38 Grange Road London England W5 5BX
MR SCENTS LONDON LTD,16205899,active,ltd,,,2025-01-24,,2025-01-24,[47910],124, Mr Scents City Road London United Kingdom EC1V 2NX
SHENT INTERNATIONAL LTD,16206434,active,ltd,,,2025-01-24,,2025-01-24,[46900],71-75 Shelton Street London England WC2H 9JQ
ONEIM EC II LTD,16206403,active,ltd,,,2025-01-24,,2025-01-24,[64205],25 Park Lane London United Kingdom W1K 1RA
HOUNDS OF THE TREES LIMITED,16206395,active,ltd,,,2025-01-24,,2025-01-24,[96090],114 114 St Martin's Lane London England WC2N 4BE
OUT-DO MARKETING LIMITED,16206753,active,ltd,,,2025-01-24,,2025-01-24,[70229],7 Bell Yard London England WC2A 2JR
CONKER&CO LTD,16207112,active,ltd,,,2025-01-24,,2025-01-24,[55100],26b, 26 Penwortham Road London United Kingdom SW16 6RE
LIFESPAN THERAPIES LIMITED,16207319,active,ltd,,,2025-01-24,,2025-01-24,[86900],Crown House London United Kingdom WC1N 3AX
ARCTIC LEO UK PRODUCTIONS LIMITED,16207506,active,ltd,,,2025-01-24,,2025-01-24,[59111],71 Queen Victoria Street London United Kingdom EC4V 4BE
II&A LTD.,16207496,active,ltd,,,2025-01-24,,2025-01-24,[68209],C/O Getground London England W6 0NB
J G ORCHARD LTD,16207510,active,ltd,,,2025-01-24,,2025-01-24,[70210],45 Buckleigh Rd London United Kingdom SW16 5RY
DEEN SQUARE LTD,16207599,active,ltd,,,2025-01-24,,2025-01-24,[46900, 47890, 47910, 47990],71-75 Shelton Street London United Kingdom WC2H 9JQ
ECOAXIS GLOBAL LIMITED,16208160,active,ltd,,,2025-01-25,,2025-01-25,[46190, 47910, 47990, 50200],5 Phildor Court London England NW11 9QA
TOKYO PROPERTY LTD,16208263,active,ltd,,,2025-01-26,,2025-01-26,[68209],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
STARTED FROM THE BOTTOM LTD,16208251,active,ltd,,,2025-01-26,,2025-01-26,[68310],114 Arran Road London United Kingdom SE6 2NN
ARVIC LTD,16208878,active,ltd,,,2025-01-27,,2025-01-27,[45310, 45320, 47190],128 City Road London United Kingdom EC1V 2NX
FAHA TRADING LTD,16208972,active,ltd,,,2025-01-27,,2025-01-27,[47210, 47220, 47240],50-52 Chase Side London United Kingdom N14 5PA
PENINSULAR CATERING EQUIPMENT LTD,16208974,active,ltd,,,2025-01-27,,2025-01-27,[46690],20 Wenlock Road London England N1 7GU
HUE CONSULTANCY LIMITED,16208970,active,ltd,,,2025-01-27,,2025-01-27,[62012, 62020, 62090],27 Old Gloucester Street London United Kingdom WC1N 3AX
STARK PRO LTD,16209411,active,ltd,,,2025-01-27,,2025-01-27,[41201],20 Wenlock Road London England N1 7GU
AUG ROSE CLUB LTD,16209444,active,ltd,,,2025-01-27,,2025-01-27,[14190],Silverstream House London England W1T 6EB
BREAKIN BAD LTD,16209470,active,ltd,,,2025-01-27,,2025-01-27,[47910],3rd Floor, 86-90 Paul Street London England EC2A 4NE
RHYTHMIQ SPORTS LIMITED,16209794,active,ltd,,,2025-01-27,,2025-01-27,[85510, 93120, 93199],124 City Road London United Kingdom EC1V 2NX
RABBIT HOLE STUDIO LTD,16209770,active,ltd,,,2025-01-27,,2025-01-27,[58290, 62011, 62012],124-128 City Road London England EC1V 2NX
OPOK TECHNOLOGY LTD,16210062,active,ltd,,,2025-01-27,,2025-01-27,[62012, 63110],16b Lady Margaret Road London England NW5 2XS
THE INCREDIBLE FIESTA (TIF) ENTERTAINMENTS LTD,16199691,active,ltd,,,2025-01-21,,2025-01-21,[59112, 73120, 78101, 96090],71-75 Shelton Street London England WC2H 9JQ
TULLYCROSS CONTRACTORS LTD,16200704,active,ltd,,,2025-01-22,,2025-01-22,[43390],286b Chase Road London England N14 6HF
OXALIS PROPERTIES LTD,16210942,active,ltd,,,2025-01-27,,2025-01-27,[68310],20 Wenlock Road London England N1 7GU
HOLISTIC STRATEGIES LTD,16211325,active,ltd,,,2025-01-27,,2025-01-27,[70229],71-75 Shelton Street London United Kingdom WC2H 9JQ
MARTINA & PARRA LIMITED,16205541,active,ltd,,,2025-01-24,,2025-01-24,[71121, 71122],13 Jersey Road London England SW17 9RQ
REAKT LABS LTD,16205538,active,ltd,,,2025-01-24,,2025-01-24,[62020, 62090],5 Brayford Square London United Kingdom E1 0SG
KUMPA PROPERTY HOLDINGS LTD,16205786,active,ltd,,,2025-01-24,,2025-01-24,[68100, 68209],71-75 Shelton Street London United Kingdom WC2H 9JQ
BELVEDERE PROP LIMITED,16205783,active,ltd,,,2025-01-24,,2025-01-24,[68100],Suite 7, Arkleigh Mansions London United Kingdom NW4 1BJ
DIGITAL TECHNOLOGY INNOVATIONS LTD,16205793,active,ltd,,,2025-01-24,,2025-01-24,[72110, 72190, 74100, 74909],71-75 Shelton Street London United Kingdom WC2H 9JQ
UK LAND SECURITIES LTD,16206121,active,ltd,,,2025-01-24,,2025-01-24,[68100],71-75 Shelton Street London United Kingdom WC2H 9JQ
CARNEX UK LTD,16206087,active,ltd,,,2025-01-24,,2025-01-24,[77110, 82990],Flat 27 Wheelers House London England E1 0FD
WOODFLEET LTD,16206089,active,ltd,,,2025-01-24,,2025-01-24,[68100],36 Ravensdale Road London England N16 6SH
KHALEDS DRIVING SCHOOL LTD,16206129,active,ltd,,,2025-01-24,,2025-01-24,[85530],114 Meanley Road London England E12 6AT
BOULDER BY DESIGN LIMITED,16206541,active,ltd,,,2025-01-24,,2025-01-24,[73110],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
RLK CONSULTANTS LTD,16206540,active,ltd,,,2025-01-24,,2025-01-24,[66220],C/O D S Burge And Co Ltd London United Kingdom SW19 4DW
OFFSHORE COMPANY REG LTD,16206587,active,ltd,,,2025-01-24,,2025-01-24,[82990],71-75 Shelton Street London United Kingdom WC2H 9JQ
EGUEGU LIMITED,16206809,active,ltd,,,2025-01-24,,2025-01-24,[90030],4 Crest Apartments London England SE6 4PZ
LEGIONELLA LOGBOOK LTD,16206994,active,ltd,,,2025-01-24,,2025-01-24,[62012, 62090],128 City Road London England EC1V 2NX
TAZIO LTD,16207172,active,ltd,,,2025-01-24,,2025-01-24,[99999],63 Gunterstone Road London England W14 9BS
MAN IN BLACK LTD,16207176,active,ltd,,,2025-01-24,,2025-01-24,[49320, 49390, 77110, 79110],Care Of City Of London England EC1V 2NX
EVOKE TREASURY SERVICES LIMITED,16207366,active,ltd,,,2025-01-24,,2025-01-24,[64209],1 Bedford Avenue London England WC1B 3AU
WHITE & GLOVE LTD,16207558,active,ltd,,,2025-01-24,,2025-01-24,[49420],20 Old Dairy Mews London England SW12 8EL
CMF BARBERSHOP LIMITED,16207784,active,ltd,,,2025-01-24,,2025-01-24,[96020],338a King Street London England W6 0RR
JP TITAN LOGISTICS LTD,16207780,active,ltd,,,2025-01-24,,2025-01-24,[49410],Jhumat House Barking England IG11 8BB
KALONGO SERVICES LTD,16207818,active,ltd,,,2025-01-24,,2025-01-24,[82990],44 Medina Road London England N7 7LA
KELVIN N5 LIMITED,16207903,active,ltd,,,2025-01-25,,2025-01-25,[41100],39 Hendon Lane London England N3 1RY
EVOLUTION GLOW LTD,16207983,active,ltd,,,2025-01-25,,2025-01-25,[86900],11 Chilworth Mews London England W2 3RG
DAWSON INNOVATE LTD,16208014,active,ltd,,,2025-01-25,,2025-01-25,[46520],91 Sistova Road London England SW12 9QR
UNBOX UNBORED LTD,16208021,active,ltd,,,2025-01-25,,2025-01-25,[47910],3rd Floor, 86-90 Paul Street London England EC2A 4NE
ECO BEDDING LTD,16208139,active,ltd,,,2025-01-25,,2025-01-25,[47910],Flat 2 Anglia House London England E14 7PW
JKC CONTENT LAB LTD,16208324,active,ltd,,,2025-01-26,,2025-01-26,[73110],85 Great Portland Street London England W1W 7LT
668 FOREST ROAD E17 LIMITED,16208656,active,ltd,,,2025-01-26,,2025-01-26,[68209],668 Forest Road London United Kingdom E17 3ED
HOME OF INSPIRING BATHROOMS LIMITED,16208942,active,ltd,,,2025-01-27,,2025-01-27,[99999],6th Floor 2 London Wall Place London United Kingdom EC2Y 5AU
SV CONSTRUCTION GROUP LTD,16209080,active,ltd,,,2025-01-27,,2025-01-27,[41100],Barkat House, Suite 9 London England NW3 5HT
AMPLE AGENTS LTD,16209090,active,ltd,,,2025-01-27,,2025-01-27,[78200],Amc House Park Royal United Kingdom NW10 7QL
TOP HOUSE CONFERENCES LIMITED,16209231,active,ltd,,,2025-01-27,,2025-01-27,[70229, 82301, 82302, 82990],115 London Road Morden England SM4 5HP
SAFEHEAVEN SECURITY LIMITED,16209249,active,ltd,,,2025-01-27,,2025-01-27,[66120],Flat 86 Radnor House London England SW16 4EB
STARGATE AI LIMITED,16209505,active,ltd,,,2025-01-27,,2025-01-27,[62020],Flat 6 Darwin House London England SE20 8FS
ROCK COMMS LTD.,16180892,active,ltd,,,2025-01-13,,2025-01-13,[74909],71-75 Shelton Street London England WC2H 9JQ
GLASSCEILINGS INVESTMENTS LTD,16209507,active,ltd,,,2025-01-27,,2025-01-27,[68100],Flat 23 Greystoke Court London England W5 1EN
SOFT LENS STUDIOS LTD,16209515,active,ltd,,,2025-01-27,,2025-01-27,[26702, 74202],Flat 19 Paveley Court London England NW7 1GR
A.DJEDJEIA LTD,16209496,active,ltd,,,2025-01-27,,2025-01-27,[70229],128 City Road London United Kingdom EC1V 2NX
JUMBO SPORTS AND MUSIC LIMITED,16209801,active,ltd,,,2025-01-27,,2025-01-27,[85510],Flat 6 Winthrop House London England W12 7QB
