company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
RIVERDALE MUSIC LTD,17228753,active,ltd,,,2026-05-19,,2026-05-19,[59200],Suite 2c Brosnan House Potters Bar United Kingdom EN6 1BW,,,
LUCID FINANCE SERVICES LTD,17227450,active,ltd,,,2026-05-18,,2026-05-18,[70221],186 Whitehill Road Hitchin England SG4 9HY,,,
BABY DIVINE LTD,17239924,active,ltd,,,2026-05-25,,2026-05-25,[56102],C/O My Prestige Accountant Ltd, Suite B Elstree United Kingdom WD6 3BY,,,
TEMPEO CONSTRUCTION SOLUTIONS LIMITED,17209283,active,ltd,,,2026-05-11,,2026-05-11,[78200],271 High Street Berkhamsted United Kingdom HP4 1AA,https://www.tempeo.co.uk,,Confirmed
TITAN PRECISION MILLING & SINTERING LTD,17240476,active,ltd,,,2026-05-25,,2026-05-25,[32500],40 The Metro Centre Dwight Road Watford England WD18 9SB,,,
RG&VL LIMITED,17241221,active,ltd,,,2026-05-25,,2026-05-25,[41100],Langley House Borehamwood United Kingdom WD6 4RT,,,
DIGIXENTRA LTD,17241541,active,ltd,,,2026-05-26,,2026-05-26,[58210, 62020, 62090, 63120],Broxbournebury Mansion House Broxbourne United Kingdom EN10 7PY,,,
PAPER TRAIL MEDIA LIMITED,17243731,active,ltd,,,2026-05-26,,2026-05-26,[59111],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
VANGUARD CHAMBERS LIMITED,17235378,active,ltd,,,2026-05-21,,2026-05-21,[69101],1st Floor, 5 Century Court Watford England WD18 9PX,,,
ROOKWOOD ASSETS LIMITED,17236784,active,ltd,,,2026-05-22,,2026-05-22,[68320, 98000],Stonebridge Chelmsford Road Bishops Stortford United Kingdom CM22 7BD,,,
43-44 BANCROFT FREEHOLD LIMITED,17237429,active,ltd,,,2026-05-22,,2026-05-22,[98000],Flat 5 43-44 Bancroft Hitchin United Kingdom SG5 1LA,,,
SOCIAL PALETTE LIMITED,17250061,active,ltd,,,2026-05-29,,2026-05-29,[59112, 73110, 74909, 90030],4 Grenville Avenue Broxbourne England EN10 7DH,,,
APEX TRAINING CLUB LTD,17249487,active,ltd,,,2026-05-29,,2026-05-29,[93130],Five Ways Potters Bar United Kingdom EN6 1HS,https://www.apextrainingclub.co.uk,,Confirmed
ANTHONY BETTER SOLUTIONS LIMITED,17214751,active,ltd,,,2026-05-12,,2026-05-12,[74909],18 Sibley Avenue Harpenden England AL5 1HF,,,
GURUKRUPA BUILDERS & DECORATORS LTD,17245282,active,ltd,,,2026-05-27,,2026-05-27,[41202],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
AUDHDEFACTO LTD,17245873,active,ltd,,,2026-05-27,,2026-05-27,[59112, 59200, 63990, 73120],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,https://audhdefacto.com,,Likely
ALMAX PROPERTY LIMITED,17193276,active,ltd,,,2026-05-01,,2026-05-01,[96090],Sas House Friarswood Kings Langley England WD4 9JB,,,
TOMMY HONDA LIMITED,17193666,active,ltd,,,2026-05-01,,2026-05-01,[74100, 90030],9 Church Street Bishop's Stortford United Kingdom CM23 2LY,,,
GKK AXIOM LTD,17193907,active,ltd,,,2026-05-01,,2026-05-01,[64209, 70100],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,,,
GENUINELY OUTSTANDING LTD,17193939,active,ltd,,,2026-05-01,,2026-05-01,[70229],Rivers Lodge, Harpenden England AL5 2JD,,,
LRS PROJECTS LTD,17194117,active,ltd,,,2026-05-01,,2026-05-01,[70229],147a High Street Waltham Cross England EN8 7AP,,,
D GIBBS HOME RENOVATIONS LIMITED,17194171,active,ltd,,,2026-05-01,,2026-05-01,[41202],4 Grenville Avenue Broxbourne England EN10 7DH,,,
LEL PROPERTY LIMITED,17194916,active,ltd,,,2026-05-01,,2026-05-01,[68209],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
CASA RICA LTD,17194956,active,ltd,,,2026-05-01,,2026-05-01,[56103],65 Knowl Piece Wilbury Way Hitchin United Kingdom SG4 0TY,,,
ACO TECH SERVICES LTD,17195313,active,ltd,,,2026-05-01,,2026-05-01,[62020],17 Station Road Welwyn England AL6 0DU,,,
ALLEA LODGE LIMITED,17195458,active,ltd,,,2026-05-01,,2026-05-01,[68209],41 Watford Road Radlett England WD7 8LG,,,
28 MILLION YEARS LIMITED,17197581,active,ltd,,,2026-05-05,,2026-05-05,[96090],60 Cassiobury Drive Watford England WD17 3AE,,,
IZAN WGC LTD,17197666,active,ltd,,,2026-05-05,,2026-05-05,[56103],Unit 16 Peartree Lane Welwyn Garden City United Kingdom AL7 3UW,,,
IGM LABS LTD,17198398,active,ltd,,,2026-05-05,,2026-05-05,[62012],27 Market Place Hatfield United Kingdom AL10 0LJ,,,
AJ AURA PROPERTIES LTD,17197510,active,ltd,,,2026-05-05,,2026-05-05,[68209],37a High Street Hoddesdon United Kingdom EN11 8TA,,,
JAJ BIZ LTD,17197922,active,ltd,,,2026-05-05,,2026-05-05,[64209],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
JT STACK GROUP LIMITED,17198129,active,ltd,,,2026-05-05,,2026-05-05,[64209],Broad House Old Hatfield England AL9 5BG,,,
BOS OUTSOURCING LIMITED,17215220,active,ltd,,,2026-05-12,,2026-05-12,[62020, 69202, 70229, 78200],Soper Sopers Road Potters Bar United Kingdom EN6 4RY,https://www.bosoutsourcing.com,inquiries@bosoutsourcing.com,Confirmed
ACRE CARS GROUP LTD,17246259,active,ltd,,,2026-05-27,,2026-05-27,[68209],78 Ware Road Hertford England SG13 7HN,https://www.acrecars.co.uk,,Confirmed
JUMP ECONOMY CONSULTING LTD,17205084,active,ltd,,,2026-05-07,,2026-05-07,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,https://www.jumpeconomy.com,,Confirmed
GRID APEX SOLUTIONS LTD,17194019,active,ltd,,,2026-05-01,,2026-05-01,[71122],Fao Workwell Accountancy Ground Floor East Hyde Watford England WD171JW,,,
OAKSIDE HOLDINGS LTD,17193756,active,ltd,,,2026-05-01,,2026-05-01,[64209],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
TERESA LAZZARA CONSULTING LIMITED,17194585,active,ltd,,,2026-05-01,,2026-05-01,[70229],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
UMOOSA LTD,17198295,active,ltd,,,2026-05-05,,2026-05-05,[47910],60 The Brow Watford United Kingdom WD25 7ET,,,
SMART MODULAR LTD,17194751,active,ltd,,,2026-05-01,,2026-05-01,[43320],40 Ridge Lea Hemel Hempstead United Kingdom HP1 2AZ,,,
STONECREST BRICKWORK LTD,17194503,active,ltd,,,2026-05-01,,2026-05-01,[43999],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ,,,
CRONIN PROPERTY GROUP LTD,17194551,active,ltd,,,2026-05-01,,2026-05-01,[68100, 68209],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
S J HILL CONSULTING LTD,17193883,active,ltd,,,2026-05-01,,2026-05-01,[62020],32 Porters Hill Harpenden England AL5 5HR,,,
J LYTHALL LTD,17194482,active,ltd,,,2026-05-01,,2026-05-01,[86230],Unit 28 Hb Accountants Hoddesdon United Kingdom EN11 0LB,,,
JSB CREATIVE LIMITED,17196530,active,ltd,,,2026-05-03,,2026-05-03,[59112],3c Suite 3 The Maltings Ware United Kingdom SG12 9LR,http://www.jsbcreative.com,,Likely
FWW VANS LIMITED,17233164,active,ltd,,,2026-05-20,,2026-05-20,[45112],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,,,
GIACOMETTI7 LIMITED,17238118,active,ltd,,,2026-05-22,,2026-05-22,[68201],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
PVR ASSET HOLDINGS LTD,17232425,active,ltd,,,2026-05-20,,2026-05-20,[68100, 68209],21 Watercress Road Waltham Cross England EN7 6XJ,,,
TINDY LTD,17233803,active,ltd,,,2026-05-20,,2026-05-20,[52103],Unit 13 The Firs Buntingford England SG9 9JS,,,
RISHI ADATIA HOLDINGS LTD,17231271,active,ltd,,,2026-05-20,,2026-05-20,[64209],87 Hartfield Avenue Borehamwood England WD6 3JJ,,,
CONDUIT CGR LTD,17232228,active,ltd,,,2026-05-20,,2026-05-20,[68209],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
REDBOURN NAILS LIMITED,17232682,active,ltd,,,2026-05-20,,2026-05-20,[96020],54a High Street, Harpenden United Kingdom AL3 7LN,,,
18 LONG PARK LIMITED,17234751,active,ltd,,,2026-05-21,,2026-05-21,[41100],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,,,
AGRIFOREST LOGGING LTD,17201415,active,ltd,,,2026-05-06,,2026-05-06,[02200],4e The Lanterns Royston England SG8 7BX,,,
CRESCENTIUS LIMITED,17204534,active,ltd,,,2026-05-07,,2026-05-07,[70229],Top Floor, Leeside Works Stanstead Abbotts United Kingdom SG12 8DL,,,
JENSCO (HAMILTON HOUSE) LIMITED,17207567,active,ltd,,,2026-05-08,,2026-05-08,[68209],7 Aldenham Grove Radlett United Kingdom WD7 7BW,https://www.jenscogroup.com,,Confirmed
VERA PROPERTY INVESTMENT LTD,17208091,active,ltd,,,2026-05-08,,2026-05-08,[68100, 68209],81 Turners Hill Waltham Cross England EN8 9BD,,,
HEALTH JOURNEY HEROES LIMITED,17210023,active,ltd,,,2026-05-11,,2026-05-11,[62090],20 Abbots Business Park Kings Langley United Kingdom WD4 8FR,https://healthjourneyheroes.co.uk,,Confirmed
COLINAS PROPERTIES LIMITED,17205598,active,ltd,,,2026-05-07,,2026-05-07,[68100, 68201, 68209, 68320],Suite F47 Business & Technology Centre Stevenage United Kingdom SG1 2DX,,,
ERGUDEN PROPERTIES LTD,17208183,active,ltd,,,2026-05-08,,2026-05-08,[68100, 68209],81 Turners Hill Waltham Cross England EN8 9BD,,,
NDGP HOLDINGS LIMITED,17210063,active,ltd,,,2026-05-11,,2026-05-11,[68100],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
LANGLEY CONSULTANTS LIMITED,17210855,active,ltd,,,2026-05-11,,2026-05-11,[70221],Langley House Borehamwood United Kingdom WD6 4RT,,,
SERENITY MANAGEMENT SOLUTIONS LIMITED,17203046,active,ltd,,,2026-05-06,,2026-05-06,[87900],222 Hatfield Road St. Albans United Kingdom AL1 4LW,,,
SAVEL MEDSOL LTD,17203673,active,ltd,,,2026-05-07,,2026-05-07,[47910, 70229],C/O Quantum Uk Business Solutions Ltd The Imexbuilding 575-599 Hemelhempstead England HP2 7DX,,,
THE SPICE RESERVE LIMITED,17204171,active,ltd,,,2026-05-07,,2026-05-07,[46370],C/O W I S Accountancy Ltd - Unit 4 Imperial Place Borehamwood England WD6 1JN,,,
MEIKLES CONSTRUCTION CONSULTANTS LTD,17205081,active,ltd,,,2026-05-07,,2026-05-07,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
YENOM XOB LIMITED,17198327,active,ltd,,,2026-05-05,,2026-05-05,[49320],9 Church Street Bishop's Stortford United Kingdom CM23 2LY,,,
BRIGADE & BOARDROOM LIMITED,17207622,active,ltd,,,2026-05-08,,2026-05-08,[70229],Regency House Barnet United Kingdom EN5 4BE,,,
HORIZON LONDON PROPERTIES LTD,17209314,active,ltd,,,2026-05-11,,2026-05-11,[68100, 68209],81 Turners Hill Waltham Cross England EN8 9BD,,,
CORTEXFLOW LTD,17240803,active,ltd,,,2026-05-25,,2026-05-25,[62020, 71200],12 The Cloisters Rickmansworth England WD3 1HL,,,
TOKYO MIC LTD,17243515,active,ltd,,,2026-05-26,,2026-05-26,[52290],379 Shenley Road Borehamwood United Kingdom WD6 1TW,,,
EMPOWER HEALTHCARE GROUP LIMITED,17245736,active,ltd,,,2026-05-27,,2026-05-27,[64209],Unit 4, Stirling Court Yard Borehamwood England WD6 2FX,,,
SERPER LTD,17245977,active,ltd,,,2026-05-27,,2026-05-27,[64209],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
S&P TECH VENTURES LIMITED,17248964,active,ltd,,,2026-05-29,,2026-05-29,[62012],Leyden Works Stevenage United Kingdom SG1 2BP,,,
KAYLEIGH WATTS EQUESTRIAN LTD,17249186,active,ltd,,,2026-05-29,,2026-05-29,[85510, 93199],1st Floor Office 1st Floor Office Tring United Kingdom HP23 5AL,,,
CAVENDISH ASSET GROUP LIMITED,17249206,active,ltd,,,2026-05-29,,2026-05-29,[68209],Building 1 St Cross Chambers Hoddesdon United Kingdom EN11 8LQ,,,
LOVAT PARKS 3 LIMITED,17219640,active,ltd,,,2026-05-14,,2026-05-14,[93290],C/O Lovat Parks Imex Centre Hemel Hempstead United Kingdom HP2 7DX,https://lovatparks.com,,Confirmed
ANGEL BASE LIMITED,17249956,active,ltd,,,2026-05-29,,2026-05-29,[68320],61 Whitefields Road Waltham Cross United Kingdom EN8 0EJ,,,
AVI PARTNERS LTD,17240812,active,ltd,,,2026-05-25,,2026-05-25,[52230, 70229, 82990, 85600],44 Brimstone Drive Stevenage United Kingdom SG1 4FX,,,
GENEVA CONSULTING SOLUTIONS LIMITED,17244908,active,ltd,,,2026-05-27,,2026-05-27,[74909],18 Whitwell Road Watford England WD25 9SS,,,
VERIDOR LTD,17240902,active,ltd,,,2026-05-25,,2026-05-25,[79909, 82990],Flat 114, 37 Clarendon Road Watford England WD17 1DN,,,
JLB CONSTRUCTION LIMITED,17244877,active,ltd,,,2026-05-27,,2026-05-27,[43290],Manufactory House Hertford England SG14 1BP,,,
FENNELL FITNESS PT LTD,17246370,active,ltd,,,2026-05-27,,2026-05-27,[96040],47 Clive Close Potters Bar United Kingdom EN6 2AD,,,
HUDDERSFIELD ESTATES AND LAND LTD,17211050,active,ltd,,,2026-05-11,,2026-05-11,[68209],Sas House Friarswood Kings Langley United Kingdom WD4 9JB,,,
DJS SECURITIES LTD,17212493,active,ltd,,,2026-05-12,,2026-05-12,[64209],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
OAKLANDS EDUCATION COMMERCIAL LTD,17216704,active,ltd,,,2026-05-13,,2026-05-13,[01500, 70229, 93120, 93290],Oaklands College St Albans Campus St Albans United Kingdom AL4 0JA,https://www.oaklands.ac.uk,,Confirmed
ZARAS CATERING LIMITED,17217469,active,ltd,,,2026-05-13,,2026-05-13,[56290],10 High Oaks St. Albans England AL3 6DL,,,
PERIWINKLE HOLDINGS LIMITED,17217580,active,ltd,,,2026-05-13,,2026-05-13,[64205],East Wing Goffs Oak House Goffs Oak United Kingdom EN7 5GE,,,
WUITO LIMITED,17225576,active,ltd,,,2026-05-18,,2026-05-18,[46180],Flat 77 Anderson House Florence Street Hitchin Hertfordshire United Kingdom SG5 1RA,,,
FIVE NINE MECHANICAL LIMITED,17226508,active,ltd,,,2026-05-18,,2026-05-18,[41202, 43220, 43390],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
LUXAL GROUP LTD,17226693,active,ltd,,,2026-05-18,,2026-05-18,[43210, 46439],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE,,,
FAMILY MATTERS ASSESSMENT CENTRES LTD,17227118,active,ltd,,,2026-05-18,,2026-05-18,[86900, 87200],1 Allied Business Centre Harpenden England AL5 4UT,,,
LGM RESIDENTIAL LTD,17211459,active,ltd,,,2026-05-11,,2026-05-11,[68209],147a High Street Waltham Cross England EN8 7AP,,,
SAINT JOHN PATRICK COMMUNICATIONS LIMITED,17211554,active,ltd,,,2026-05-11,,2026-05-11,[58142],Rae House Bishops Stortford United Kingdom CM23 3BT,http://www.sjpbusinessmedia.com,,Likely
THIOPATH LTD,17214467,active,ltd,,,2026-05-12,,2026-05-12,[72190],42 Fairlawns Watford England WD17 4UH,,,
BEH CONSULTANCY LIMITED,17215103,active,ltd,,,2026-05-12,,2026-05-12,[71129],103 High Street Waltham Cross United Kingdom EN8 7AN,,,
APEX DESIGN CAD LIMITED,17215544,active,ltd,,,2026-05-12,,2026-05-12,[71111],Hathersage Barkway United Kingdom SG8 8EY,https://www.apexdesigncad.co.uk,contact@apexdesigncad.co.uk,Confirmed
PIXAPLAY LTD,17212158,active,ltd,,,2026-05-11,,2026-05-11,[58210, 62011, 62012],25 Gladstone Road Watford United Kingdom WD17 2QZ,https://pixaplay.uk,,Confirmed
RANKS HOLDING UK LTD,17214133,active,ltd,,,2026-05-12,,2026-05-12,[64209],Regency House Barnet England EN5 4BE,,,
VANGUARD SELECT LIMITED,17214779,active,ltd,,,2026-05-12,,2026-05-12,[78200],2 Bridgewater Court Hertfordshire United Kingdom HP4 1PX,https://vanguardselect.co.uk,info@vanguardselect.co.uk,Confirmed
SGP LDN LIMITED,17216265,active,ltd,,,2026-05-13,,2026-05-13,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
HD REFINAILS LIMITED,17216402,active,ltd,,,2026-05-13,,2026-05-13,[18129, 47910],Flat 12 Bedford Road Hitchin England SG5 2TJ,,,
DGLM HOLDINGS LTD,17216448,active,ltd,,,2026-05-13,,2026-05-13,[66210],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood United Kingdom WD6 1JN,,,
DAVIS MUSIC LTD,17219134,active,ltd,,,2026-05-14,,2026-05-14,[59200],Suite 2c Brosnan House Potters Bar United Kingdom EN6 1BW,,,
CONTENT HEAD LIMITED,17219981,active,ltd,,,2026-05-14,,2026-05-14,[62090],Suite 2c, Brosnan House Potters Bar United Kingdom EN6 1BW,,,
KETTERING CAR PARK HOLDINGS LIMITED,17220358,active,ltd,,,2026-05-14,,2026-05-14,[52219],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,,,
SPECIALIST IN EVENTS LIMITED,17222330,active,ltd,,,2026-05-15,,2026-05-15,[70229],3 Norwood Close Hertford United Kingdom SG14 2EX,,,
AOM GROUP LTD,17219446,active,ltd,,,2026-05-14,,2026-05-14,[68209],Suite 13 Leavesden Park Watford United Kingdom WD25 7GS,,,
ANTOR & CO LIMITED,17220038,active,ltd,,,2026-05-14,,2026-05-14,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
SOLE BLISS HOLDINGS LTD,17221060,active,ltd,,,2026-05-14,,2026-05-14,[64209],Unit D Penfold Works Watford United Kingdom WD24 4YY,https://solebliss.com,info@solebliss.com,Confirmed
AE & JA PROPERTY LIMITED,17229344,active,ltd,,,2026-05-19,,2026-05-19,[68209],103 High Street Waltham Cross United Kingdom EN8 7AN,,,
CAJ DEVELOPMENTS LIMITED,17230066,active,ltd,,,2026-05-19,,2026-05-19,[68209],19 - 21 Middle Row Stevenage United Kingdom SG1 3AW,,,
NUI SOCIAL LIMITED,17230185,active,ltd,,,2026-05-19,,2026-05-19,[96090],1st Floor, Spitalfields House Borehamwood, Hertfordshire United Kingdom WD6 2FX,,,
SIMUTEC TECHNOLOGIES LIMITED,17230588,active,ltd,,,2026-05-19,,2026-05-19,[62090],East Wing Goffs Oak House Goffs Oak United Kingdom EN7 5GE,,,
GWB PROPERTY VENTURE LTD,17239350,active,ltd,,,2026-05-23,,2026-05-23,[68100, 68209],4 Grovelands Boundary Way Hemel Hempstead England HP2 7TE,,,
ST ALBANS VAN HIRE LTD,17214134,active,ltd,,,2026-05-12,,2026-05-12,[99999],1a Ronsons Way St. Albans United Kingdom AL4 9PZ,https://www.carandvanhire.co.uk,rentals@carandvanhire.co.uk,Confirmed
UPSCAPES GROUP LIMITED,17213987,active,ltd,,,2026-05-12,,2026-05-12,[81300],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,https://upscapes.co.uk,info@upscapes.co.uk,Confirmed
MAX MAX ADVISORY LTD,17220181,active,ltd,,,2026-05-14,,2026-05-14,[70210, 70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,http://maxmaxadvisory.com,,Likely
TSNC ADVISORY LTD,17245100,active,ltd,,,2026-05-27,,2026-05-27,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
SKYSHIELD USD DEBTCO LIMITED,17204087,active,ltd,,,2026-05-07,,2026-05-07,[64209],Smiths Detection-Watford Limited Century House Hemel Hempstead England HP2 7DE,https://www.smithsdetection.com,,Likely
SKYSHIELD USD MIDCO LIMITED,17202460,active,ltd,,,2026-05-06,,2026-05-06,[64209],Smiths Detection-Watford Limited Century House Hemel Hempstead England HP2 7DE,https://www.smithsdetection.com,,Likely
SKYSHIELD EUR DEBTCO LIMITED,17203977,active,ltd,,,2026-05-07,,2026-05-07,[64209],Smiths Detection-Watford Limited Century House Hemel Hempstead England HP2 7DE,https://www.smithsdetection.com,,Likely
SKYSHIELD EUR MIDCO LIMITED,17202468,active,ltd,,,2026-05-06,,2026-05-06,[64209],Smiths Detection-Watford Limited Century House Hemel Hempstead England HP2 7DE,https://www.smithsdetection.com,,Likely
ENABLE HOUSING GROUP LIMITED,17201974,active,ltd,,,2026-05-06,,2026-05-06,[64209],12 West Street Ware United Kingdom SG12 9EE,https://enablehousing.myroomhq.co.uk,support@enablehousing.co.uk,Likely
WATFORD CYCLE HUB TRADING LTD,17202803,active,ltd,,,2026-05-06,,2026-05-06,[47640, 56290, 95290],Holywell Community Centre Watford United Kingdom WD18 9QD,https://watfordcyclehub.org.uk,,Confirmed
ALIGNED LEARNING LAB LTD,17203480,active,ltd,,,2026-05-06,,2026-05-06,[70229],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE,https://alignedlearninglab.com,,Confirmed
RMDT26 LTD,17204410,active,ltd,,,2026-05-07,,2026-05-07,[68209],First Floor Sheraton House Chorleywood United Kingdom WD3 5LH,,,
TYD SOLUTIONS LTD,17202948,active,ltd,,,2026-05-06,,2026-05-06,[41201, 43290, 43999],14 Socrates Close Goffs Oak United Kingdom EN7 5FS,,,
THE CHOICE CHAIN LTD,17204150,active,ltd,,,2026-05-07,,2026-05-07,[82990],6b Parkway St Albans United Kingdom AL3 6PA,,,
