company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
ROY PORIBAR GROUP LTD,17026780,active,ltd,,,2026-02-11,,2026-02-11,"[68100, 68209, 68320]","Unit 4, Stirling Court Yard Borehamwood England WD6 2FX",,,
KINSTONE LIMITED,17027228,active,ltd,,,2026-02-11,,2026-02-11,[18129],64 Wilbury Way Hitchin United Kingdom SG4 0TP,,,
SKYWARD SELECT RECRUITMENT SOLUTIONS LTD,17017043,active,ltd,,,2026-02-06,,2026-02-06,[78109],The Hutt Hatfield United Kingdom AL9 5AX,,,
MYMATERNA LTD,17020803,active,ltd,,,2026-02-09,,2026-02-09,[86900],Suite 13 Rivers Lodge - The Work Station Harpenden United Kingdom AL5 2JD,https://www.mymaterna.co.uk,support@mymaterna.co.uk,Confirmed
GILBERT SHIPLEY LTD,17022216,active,ltd,,,2026-02-09,,2026-02-09,[96020],33 High Street Baldock United Kingdom SG7 6BG,,,
CPITECH LIMITED,17022220,active,ltd,,,2026-02-09,,2026-02-09,[74909],4 Harkness Cheshunt Waltham Cross England EN7 6JX,,,
HEATHER THOMPSON SOCIAL WORK LTD,17014566,active,ltd,,,2026-02-05,,2026-02-05,[88990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
JBK ESTATES (SOUTHERN) LTD,17010310,active,ltd,,,2026-02-03,,2026-02-03,"[41100, 68100, 68209]",15 Mount Road Wheathampstead England AL4 8BX,,,
EVOKE GROUP HOLDINGS LIMITED,17017306,active,ltd,,,2026-02-06,,2026-02-06,[64209],"C/O Hillier Hopkins Llp First Floor, Radius House Watford United Kingdom WD17 1HP",,,
JDP BUILDING SERVICES LIMITED,17017315,active,ltd,,,2026-02-06,,2026-02-06,[41100],"Top Floor, Leeside Works Stanstead Abbotts United Kingdom SG12 8DL",,,
BENNY LAZAR LTD,17017629,active,ltd,,,2026-02-06,,2026-02-06,[59112],54 Newberries Avenue Radlett United Kingdom WD7 7EP,,,
GRM SUSTAINABLE SYSTEMS LTD,17024206,active,ltd,,,2026-02-10,,2026-02-10,"[27900, 74909]",Unit 15 Orbital 25 Business Park Dwight Road Watford United Kingdom WD18 9DA,,,
CHASE GOFFS OAK LIMITED,17027341,active,ltd,,,2026-02-11,,2026-02-11,[41202],Unit 14 Hoddesdon Enterprise Centre Hoddesdon United Kingdom EN11 0FJ,,,
GRM INFRA LTD,17027520,active,ltd,,,2026-02-11,,2026-02-11,"[33200, 42220, 42990, 71122]",Unit 15 Orbital 25 Business Park Dwight Road Watford United Kingdom WD18 9DA,https://infragrm.com,,Likely
TYS INVESTMENTS LIMITED,17028431,active,ltd,,,2026-02-12,,2026-02-12,"[68100, 68209]",81 Turners Hill Waltham Cross England EN8 9BD,,,
THRIVE CARING LTD,17028552,active,ltd,,,2026-02-12,,2026-02-12,[88100],Flat 2 43 Benslow Lane Hitchin United Kingdom SG4 9RE,,,
PAZO LIMITED,17032463,active,ltd,,,2026-02-13,,2026-02-13,[56102],377 Ware Road Hoddesdon United Kingdom SG13 7PE,,,
AB ENTER LTD,17032909,active,ltd,,,2026-02-13,,2026-02-13,[77291],50a Leverstock Green Road Hemelhempstead England HP3 8PR,,,
CAPO SPORT LTD,17030048,active,ltd,,,2026-02-12,,2026-02-12,[62012],52 Swing Gate Lane Berkhamsted United Kingdom HP4 2LL,https://caposport.com,hello@caposport.com,Confirmed
K&J REAL ESTATE LTD,17032399,active,ltd,,,2026-02-13,,2026-02-13,[68209],12 Legion Field Crescent Tring United Kingdom HP23 4FU,,,
STAG CONSTRUCTION & ROOFING LTD,17039784,active,ltd,,,2026-02-18,,2026-02-18,"[41202, 43910]",Unit 1 The Cam Centre Hitchin England SG4 0TW,https://stag-construction.co.uk,stag23@icloud.com,Likely
THE AUTO WHOLESALER LIMITED,17041307,active,ltd,,,2026-02-18,,2026-02-18,"[45111, 45190]",Belfry House Hertford England SG14 1BP,,,
MOT CARS LTD,17041599,active,ltd,,,2026-02-18,,2026-02-18,[45112],70 Tavistock Avenue St. Albans United Kingdom AL1 2NJ,,,
ENGINE HUB CENTRE LIMITED,17036298,active,ltd,,,2026-02-16,,2026-02-16,[45200],"Office 20, Cp House Watford England WD25 8HR",https://enginehub.co.uk,enquiries@enginehub.co.uk,Confirmed
CITY SPORTING GROUP LTD,17037220,active,ltd,,,2026-02-17,,2026-02-17,[93199],56 High Oaks St. Albans United Kingdom AL3 6DN,https://citysportinggroup.co.uk,,Confirmed
MRX TECHNICAL LTD,17037654,active,ltd,,,2026-02-17,,2026-02-17,[90020],Building 1 St. Cross Chambers Hoddesdon United Kingdom EN11 8LQ,,,
UNSGND LTD,17038181,active,ltd,,,2026-02-17,,2026-02-17,[62020],"C/O Wis Accountancy, 4 Imperial Place Borehamwood England WD6 1JN",,,
BUNTINGFORD DAIRIES LTD,17042156,active,ltd,,,2026-02-19,,2026-02-19,[46330],12 Cavendish House Hoddesdon United Kingdom EN11 0LB,,,
VALENOR TERRAIN LTD,17029014,active,ltd,,,2026-02-12,,2026-02-12,[68100],Unit 15 Orbital 25 Business Park Dwight Road Watford United Kingdom WD18 9DA,,,
SAFE RECRUIT HOLDINGS LIMITED,17044967,active,ltd,,,2026-02-20,,2026-02-20,[64209],1st Floor 2 Station Close Potters Bar United Kingdom EN6 1TL,,,
AVATARI INTERNATIONAL LIMITED,17023057,active,ltd,,,2026-02-10,,2026-02-10,[74901],"C/O Sobell Rhodes Llp The Kinetic Centre Elstree, Borehamwood United Kingdom WD6 4PJ",,,
VALENOR GB GROUP LTD,17028970,active,ltd,,,2026-02-12,,2026-02-12,[64209],Unit 15 Orbital 25 Business Park Dwight Road Watford United Kingdom WD18 9DA,,,
MANGO PROP CO. LIMITED,17029691,active,ltd,,,2026-02-12,,2026-02-12,[68100],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
RAISE RUSH LIMITED,17024648,active,ltd,,,2026-02-10,,2026-02-10,[63990],4 Imperial Place Borehamwood United Kingdom WD6 1JN,,,
L JAY ENGINEERING LTD,17037962,active,ltd,,,2026-02-17,,2026-02-17,[71121],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
FULFORD HOMES LIMITED,17043437,active,ltd,,,2026-02-19,,2026-02-19,[41100],St Christophers House Letchworth Garden City England SG6 1PT,,,
JOY SUPPLY CHAIN ADVISORS LTD,17055166,active,ltd,,,2026-02-25,,2026-02-25,[62020],Belfry House Hertford England SG14 1BP,https://joysupplychainadvisors.com,,Likely
HARRY CATER GOLF LTD,17010283,active,ltd,,,2026-02-03,,2026-02-03,[93199],Welwyn Garden City Gc Welwyn Garden City England AL8 7BP,https://www.harrycatergolf.co.uk,Harry.Cater@foremostgolf.com,Confirmed
UKOS DIRECT LTD,17009840,active,ltd,,,2026-02-03,,2026-02-03,[46900],Unit 6 Grovelands Hemel Hempstead United Kingdom HP2 7TE,https://www.ukosdirect.co.uk,,Confirmed
LIONHEART & SILK LTD,17008361,active,ltd,,,2026-02-03,,2026-02-03,[68209],First Floor Borehamwood England WD6 2FX,,,
ARAGO PROPERTY LIMITED,17005921,active,ltd,,,2026-02-02,,2026-02-02,[68100],Sas House Friarswood Kings Langley United Kingdom WD4 9JB,,,
SICK2DEATH APPAREL LIMITED,17009145,active,ltd,,,2026-02-03,,2026-02-03,"[18129, 47190]","Building 15, Gateway 1000 Whittle Way Stevenage England SG1 2FP",https://sick2deathapparel.com,,Confirmed
MELTING MOMENTS LTD,17010638,active,ltd,,,2026-02-03,,2026-02-03,"[32990, 47910]",55 Sherrards Way Barnet United Kingdom EN5 2BP,,,
PRIME CLOUD KITCHEN LTD,17006108,active,ltd,,,2026-02-02,,2026-02-02,"[56101, 56102, 56103]",101 Stephenson Wharf Hemel Hempstead United Kingdom HP3 9WX,,,
ETHICAL CONTENT STUDIO LTD,17007552,active,ltd,,,2026-02-02,,2026-02-02,"[70229, 73110]",Unit 5 Ducketts Wharf Bishop's Stortford United Kingdom CM23 3AR,,,
PRO MECH LONDON LIMITED,17015026,active,ltd,,,2026-02-05,,2026-02-05,[43290],12 West Street Ware United Kingdom SG12 9EE,,,
THE LAW CONSULTANTS INTERNATIONAL LIMITED,17015574,active,ltd,,,2026-02-05,,2026-02-05,[84230],189 Lancaster Road Barnet United Kingdom EN4 8AH,,,
RABBIT&CO LTD,17015666,active,ltd,,,2026-02-05,,2026-02-05,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
JDP HOLDINGS & INVESTMENTS LIMITED,17017252,active,ltd,,,2026-02-06,,2026-02-06,[64209],"Top Floor, Leeside Works Stanstead Abbotts United Kingdom SG12 8DL",,,
VALORATE IP CONSULTANCY LIMITED,17016366,active,ltd,,,2026-02-06,,2026-02-06,[69109],Red Sky House Fairclough Hall Weston England SG4 7DP,,,
NDA GLOBAL (LONDON) LTD,17024580,active,ltd,,,2026-02-10,,2026-02-10,"[59112, 74202]",Building 15 Gateway 1000 Stevenage United Kingdom SG1 2FP,,,
COW & CO LETTINGS LTD,17024888,active,ltd,,,2026-02-10,,2026-02-10,[68310],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,https://cowandco-london.com,,Likely
SHARJEEL CARS LTD,17012772,active,ltd,,,2026-02-04,,2026-02-04,[45112],20 Paston Road Hemel Hempstead United Kingdom HP2 5BA,,,
CLOVERCOURT (DGMD) LTD,17014504,active,ltd,,,2026-02-05,,2026-02-05,[41100],Devonshire House Borehamwood United Kingdom WD6 1QQ,http://www.clovercourt.co.uk,info@clovercourt.co.uk,Likely
LAURELS ESTATES PROPERTY COMPANY LIMITED,17019911,active,ltd,,,2026-02-09,,2026-02-09,[68100],Burnett House Lakeview Court Huntingdon United Kingdom PE29 6UA,,,
W1 MARKET LTD,17011876,active,ltd,,,2026-02-04,,2026-02-04,"[47110, 56102]",C/O Michael Filiou Ltd Salisbury House Potters Bar United Kingdom EN6 5AS,,,
EGO SUPPLEMENTS GROUP LIMITED,17024126,active,ltd,,,2026-02-10,,2026-02-10,[47910],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,,,
HARPENDEN BEAUTY LIMITED,17024228,active,ltd,,,2026-02-10,,2026-02-10,[96020],12 Leyton Road Harpenden England AL5 2TQ,,,
ELEMENTARY GROWTH LTD,17024229,active,ltd,,,2026-02-10,,2026-02-10,[70229],Nicki Sherlock-Pinder Watford United Kingdom WD17 4SW,,,
SUNSHINE PUNCH INTERNATIONAL LTD,17016606,active,ltd,,,2026-02-06,,2026-02-06,[46170],The Counting House Tring England HP23 5TE,,,
FORTACRE PRIVATE CREDIT LIMITED,17015363,active,ltd,,,2026-02-05,,2026-02-05,[64999],"1st Floor, Spitalfields House Borehamwood England WD6 2FX",https://fortacre.com,,Confirmed
MENTOR SERVICES HRB LIMITED,17015369,active,ltd,,,2026-02-05,,2026-02-05,[68320],147a High Street Waltham Cross England EN8 7AP,,,
FSK LTD,17014940,active,ltd,,,2026-02-05,,2026-02-05,[49320],8 Middleknights Hill Hemel Hempstead England HP1 3NA,,,
PSIQUANIC RISK LTD,17025826,active,ltd,,,2026-02-11,,2026-02-11,[70229],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE,,,
E VEHICLE POWER SPORTS LIMITED,17027880,active,ltd,,,2026-02-11,,2026-02-11,[45111],17 Station Road Knebworth England SG3 6AP,,,
REMS HOLDING LTD,17026374,active,ltd,,,2026-02-11,,2026-02-11,[41202],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
LUKIN MOTION L.A LIMITED,17032075,active,ltd,,,2026-02-13,,2026-02-13,[43999],125a Watling Street St. Albans United Kingdom AL2 2NN,,,
NADR HOLDINGS LTD,17037780,active,ltd,,,2026-02-17,,2026-02-17,[82990],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY,,,
LUTHA CONSULTING LIMITED,17037811,active,ltd,,,2026-02-17,,2026-02-17,[70229],2 Tower House Hoddesdon United Kingdom EN11 8UR,,,
S A ALBRESHNI LTD,17025753,active,ltd,,,2026-02-11,,2026-02-11,[86101],Wellington House London Colney United Kingdom AL2 1HA,,,
CANBEK ESTATES LTD,17025912,active,ltd,,,2026-02-11,,2026-02-11,"[68100, 68209]",81 Turners Hill Waltham Cross England EN8 9BD,,,
MZL 129 CAMDEN LIMITED,17025929,active,ltd,,,2026-02-11,,2026-02-11,[68100],Langley House Borehamwood United Kingdom WD6 4RT,,,
COLLECTIVE THINKING LTD,17034770,active,ltd,,,2026-02-16,,2026-02-16,[96090],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
ASLI MEVA LIMITED,17038792,active,ltd,,,2026-02-17,,2026-02-17,[56102],6 High Street Hertfordshire England SG7 6AR,,,
D&S BILEN LTD,17031253,active,ltd,,,2026-02-13,,2026-02-13,"[68100, 68209]",81 Turners Hill Waltham Cross England EN8 9BD,,,
G.I. INSTALLATION SERVICES LIMITED,17031268,active,ltd,,,2026-02-13,,2026-02-13,[41202],Heath Lodge Heath Lodge Welwyn United Kingdom AL6 9SN,,,
CHEMICAL SOLUTIONS INTERNATIONAL LIMITED,17032135,active,ltd,,,2026-02-13,,2026-02-13,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
CRAFTLOCK DEVELOPMENTS LIMITED,17040456,active,ltd,,,2026-02-18,,2026-02-18,"[41100, 41202]","Lps Livingstone, Suite 3, Wenzel House Watford United Kingdom WD18 9AB",,,
LOVE RUBBISH LIMITED,17040805,active,ltd,,,2026-02-18,,2026-02-18,[38110],C/O Cooper Hathaway Limited Maple House Potters Bar England EN6 5BS,https://love-rubbish.co.uk,info@love-rubbish.co.uk,Confirmed
EAST MEETS REEL LIMITED,17032052,active,ltd,,,2026-02-13,,2026-02-13,"[59111, 59113, 70229, 96090]",C/O Sopher + Co Llp 5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
LITHIUM GRID LIMITED,17040373,active,ltd,,,2026-02-18,,2026-02-18,"[35130, 43210]",3 Martinfield Welwyn Garden City England AL7 1HG,,,
QUAY GROUP INTERNATIONAL LIMITED,17041721,active,ltd,,,2026-02-18,,2026-02-18,[78109],39 The Metro Centre Watford England WD18 9SB,https://quaygroup.com,,Confirmed
REJUVENATE FIRST AID LTD,17044315,active,ltd,,,2026-02-20,,2026-02-20,[85590],Imex Centre Hemel Hempstead United Kingdom HP2 7DX,https://www.rejuvenatefirstaid.co.uk,admin@rejuvenatefirstaid.co.uk,Confirmed
HONEY AIRPORT TRANSFERS LIMITED,17048318,active,ltd,,,2026-02-23,,2026-02-23,"[49320, 77110]","Business Centre Radlett, Herts Radlett United Kingdom WD7 7NN",https://www.honeyairporttransfersltd.com,info@honeyairporttransfersltd.com,Confirmed
HUB ELECTRONICS (GROUP) LTD,17042213,active,ltd,,,2026-02-19,,2026-02-19,"[64202, 64204]",37a High Street Hoddesdon United Kingdom EN11 8TA,https://www.hubelectronics.co.uk,,Confirmed
BABY JACK ARMOURY LIMITED,17044804,active,ltd,,,2026-02-20,,2026-02-20,[90020],12 West Street Ware United Kingdom SG12 9EE,,,
LANNOCK FOODS LIMITED,17045509,active,ltd,,,2026-02-20,,2026-02-20,[47290],Darnalls Hall Hitchin England SG4 7AL,https://www.lannockfarm.com,hello@lannockfarm.com,Likely
ADDISCOMBE ROAD LTD.,17040560,active,ltd,,,2026-02-18,,2026-02-18,[82990],78 Neptune Drive Hemel Hempstead England HP2 5QD,,,
RENOUF8 CARPENTRY AND JOINERY LIMITED,17042202,active,ltd,,,2026-02-19,,2026-02-19,[43320],109 St. Margarets Road Ware United Kingdom SG12 8ER,,,
K HURST CONSULTING LIMITED,17042723,active,ltd,,,2026-02-19,,2026-02-19,[82990],Suite 2c Brosnan House Potters Bar United Kingdom EN6 1BW,https://www.khurstconsulting.com,,Likely
AXIOM OFFSHORE LTD,17012660,active,ltd,,,2026-02-04,,2026-02-04,[71122],"Building 15, Gateway 1000 Arlington Business Park Stevenage United Kingdom SG1 2FP",https://www.axiomoffshore.com,enquiries@axiomoffshore.com,Confirmed
ORIGINSOURCE LIMITED,17044976,active,ltd,,,2026-02-20,,2026-02-20,[70229],21 Vantorts Road Sawbridgeworth United Kingdom CM21 9AH,https://originsource.net,,Likely
TUM CONSULTANCY LIMITED,17049117,active,ltd,,,2026-02-23,,2026-02-23,[62020],Manufactory House Hertford England SG14 1BP,,,
APL ADVISORY LTD,17052249,active,ltd,,,2026-02-24,,2026-02-24,[70221],"Unit 4, Stirling Court Yard Borehamwood England WD6 2FX",,,
ZARA WOLFENDEN THERAPY LTD,17037494,active,ltd,,,2026-02-17,,2026-02-17,[86900],"Unit 1b Focus Four, Fourth Avenue Letchworth Garden City England SG6 2TU",,,
BROTHERSHIP SOCIAL LIMITED,17053717,active,ltd,,,2026-02-25,,2026-02-25,[47990],Building 1 St. Cross Chambers Hoddesdon United Kingdom EN11 8LQ,https://brothershipstudio.com/pages/brothership-social,,Confirmed
AXTEL & CO LIMITED,17054436,active,ltd,,,2026-02-25,,2026-02-25,[46190],Belfry House Hertford England SG14 1BP,https://www.axtelandco.com,enquiries@axtelandco.com,Confirmed
XSCALER LTD,17048353,active,ltd,,,2026-02-23,,2026-02-23,[62020],"C/O Wis Accountancy 4, Imperial Place Borehamwood England WD6 1JN",https://xscalerlabs.com,,Confirmed
NEWTON MILITARY RECRUITMENT LIMITED,17053378,active,ltd,,,2026-02-25,,2026-02-25,[78109],137 Watling Street Radlett England WD7 7NQ,,,
DLEKKER LTD,17056484,active,ltd,,,2026-02-26,,2026-02-26,[64209],65 Knowl Piece Wilbury Way Hitchin England SG4 0TY,,,
SENATE (ST ALBANS) LTD,17056918,active,ltd,,,2026-02-26,,2026-02-26,[68100],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,,,
SOLÉYA LONDON LTD,17054591,active,ltd,,,2026-02-25,,2026-02-25,[47510],"C/O Wis Accountancy Ltd 4, Imperial Place Borehamwood England WD6 1JN",,,
RLR VENTURES LTD,17057378,active,ltd,,,2026-02-26,,2026-02-26,"[63990, 73110]",Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
TERRAIN HOLDINGS LIMITED,17060041,active,ltd,,,2026-02-27,,2026-02-27,[64209],Bridge Chambers Welwyn England AL6 9EQ,,,
FIRST TECHNOLOGY INVESTMENTS LIMITED,17059561,active,ltd,,,2026-02-27,,2026-02-27,[64209],Regent House Allum Gate Borehamwood United Kingdom WD6 4RS,,,
THESIZZLINGHOTFOODCOMPANY LTD,17027948,active,ltd,,,2026-02-11,,2026-02-11,[56290],270 East Barnet Road London United Kingdom EN4 8TD,,,
WORLD ESCAPE GROUP LTD,17061217,active,ltd,,,2026-02-28,,2026-02-28,"[49320, 79110, 79120, 79909]",Kiln House Kiln House Elstree England WD6 3BY,,,
NORTH WEST VENTURES LTD,17051487,active,ltd,,,2026-02-24,,2026-02-24,"[64209, 68100, 68209]",96 Longmore Avenue Barnet England EN5 1JY,,,
FORMAS TRANSFORMATION SERVICES LIMITED,17034711,active,ltd,,,2026-02-16,,2026-02-16,[82990],"C/O Ake, Hoddesdon Enterprise Centre Hoddesdon England EN11 0FJ",https://formas.co.uk,,Confirmed
S1AUTOREPAIRS LTD,17061153,active,ltd,,,2026-02-28,,2026-02-28,[71129],124 Courtlands Close Watford WD24 5GY,,,
AM ADVISORS LTD,17040455,active,ltd,,,2026-02-18,,2026-02-18,[68100],39 The Metro Centre Watford United Kingdom WD18 9SB,,,
RECBOS LTD,17040653,active,ltd,,,2026-02-18,,2026-02-18,[82990],134 London Road Knebworth United Kingdom SG3 6EY,https://recbos.co.uk,info@recbos.co.uk,Confirmed
BWH ASSOCIATES LTD,17013528,active,ltd,,,2026-02-04,,2026-02-04,"[62020, 70229]",20 The Causeway Bishop's Stortford England CM23 2EJ,https://www.bwhassociates.co.uk,bryan@bwhassociates.co.uk,Confirmed
KNIGHTS REMOVALS LTD,17037553,active,ltd,,,2026-02-17,,2026-02-17,[49420],20 The Causeway Bishop's Stortford England CM23 2EJ,,,
GRM NEXUS LTD,17029022,active,ltd,,,2026-02-12,,2026-02-12,"[35140, 46120, 66120]",Unit 15 Orbital 25 Business Park Dwight Road Watford United Kingdom WD18 9DA,,,
SILVER HILL BUILDING SERVICES LIMITED,17038571,active,ltd,,,2026-02-17,,2026-02-17,[41202],2 Tower House Hoddesdon England EN11 8UR,,,
