company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
1RJ CONSULTING LIMITED,17002733,active,ltd,,,2026-01-30,,2026-01-30,[70229],14 Watling View St. Albans England AL1 2PA
UPPERGLASS PROPERTY SERVICE LIMITED,17003918,active,ltd,,,2026-01-30,,2026-01-30,[68100],Broad House Old Hatfield England AL9 5BG
OXHURST LIMITED,17004404,active,ltd,,,2026-01-30,,2026-01-30,[70229, 72190],C/O Hillier Hopkins Llp First Floor, Radius House Watford United Kingdom WD17 1HP
LAND INVEST 2 LIMITED,17001771,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 10 LIMITED,17002488,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 9 LIMITED,17002692,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 14 LIMITED,17003021,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 16 LIMITED,17002882,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
DEROSA MUSIC BEDFORD LIMITED,17004338,active,ltd,,,2026-01-30,,2026-01-30,[47591],1 Tower House Hoddesdon England EN11 8UR
LAND INVEST 20 LIMITED,17003115,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 29 LIMITED,17003114,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 13 LIMITED,17003175,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
SABRAD SERVICES LTD,16989905,active,ltd,,,2026-01-27,,2026-01-27,[79110],65 Knowl Piece Wilbury Way Hitchin England SG4 0TY
NAHEED KHAN NEUROLOGY LIMITED,16993055,active,ltd,,,2026-01-27,,2026-01-27,[86220],1st Floor 2 Station Close Potters Bar England EN6 1TL
HA TECHNOLOGY INNOVATIONS LTD,16990922,active,ltd,,,2026-01-27,,2026-01-27,[62012],Sas House Friarswood Kings Langley United Kingdom WD4 9JB
ADM COUNSEL LTD,16956878,active,ltd,,,2026-01-12,,2026-01-12,[86900],19 The Deerings Harpenden England AL5 2PF
BOTANIC CAFE LIMITED,16959362,active,ltd,,,2026-01-13,,2026-01-13,[56102],81 Turners Hill Waltham Cross England EN8 9BD
LIBRA REFORMER LIMITED,16957692,active,ltd,,,2026-01-12,,2026-01-12,[86900],147a High Street Waltham Cross England EN8 7AP
LM MEDIATION LTD,16957749,active,ltd,,,2026-01-12,,2026-01-12,[74909],22a Lower Road Rickmansworth United Kingdom WD3 5LH
PIPEHOUSE PLUMBING AND HEATING LTD,16958808,active,ltd,,,2026-01-13,,2026-01-13,[41202],Penkridge Courtaulds Chipperfield England WD4 9JR
CALLAWAY STUDIO LTD,16959521,active,ltd,,,2026-01-13,,2026-01-13,[90030],Flat 247 Verrio House 73-89 Sydney Road Watford England WD18 7EX
TIDYTWO LTD,16949009,active,ltd,,,2026-01-07,,2026-01-07,[59113],5 Elstree Gate Borehamwood United Kingdom WD6 1JD
D & O BISTRO LTD,16949099,active,ltd,,,2026-01-07,,2026-01-07,[56102],174 Darkes Lane Potters Bar England EN6 1AF
MGS CONTRACTS GROUP LTD,16947717,active,ltd,,,2026-01-07,,2026-01-07,[43290],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ
HEATHER VIEW GROUP LTD,16949175,active,ltd,,,2026-01-07,,2026-01-07,[68209],Heather View Felden England HP3 0BG
FUTURA STUDIO LIMITED,16951187,active,ltd,,,2026-01-08,,2026-01-08,[59120, 74209],Grenville House Broxbourne England EN10 7DH
MEADOW CROFT GLAMPING LIMITED,16947581,active,ltd,,,2026-01-07,,2026-01-07,[55209],Suite 3 Middlesex House Stevenage United Kingdom SG1 2EF
WEST ONE MAINTENANCE LIMITED,16950222,active,ltd,,,2026-01-08,,2026-01-08,[68320],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
WILDER CAPITAL LIMITED,16950821,active,ltd,,,2026-01-08,,2026-01-08,[68320, 70229, 74909],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU
WELWYN LUXURY BEAUTY LIMITED,16979655,active,ltd,,,2026-01-21,,2026-01-21,[96020],4 St. Marys Close Welwyn England AL6 9RL
BALKIN NUTRITION LTD,16960482,active,ltd,,,2026-01-13,,2026-01-13,[74909],Unit 4 Grovelands Hemel Hempstead England HP2 7TE
MEDWIN HOLDINGS LTD,16997189,active,ltd,,,2026-01-29,,2026-01-29,[70100],11 Ducketts Wharf South Street Bishop's Stortford England CM23 3AR
STONEMILL INVESTMENTS LTD,16962593,active,ltd,,,2026-01-14,,2026-01-14,[64209],720 Centennial Court Centennial Park Borehamwood United Kingdom WD6 3SY
SPECIALIST DIGITAL MARKETING AND SEO LTD,16965108,active,ltd,,,2026-01-15,,2026-01-15,[62020, 62090, 63110],Unit 4, Stirling Court Yard Borehamwood England WD6 2FX
BEST MANGAL LIMITED,16961632,active,ltd,,,2026-01-14,,2026-01-14,[56103],156 St. Albans Road, Watford Hertfordshire England WD24 4FT
RENNWORKS PERFORMANCE LTD,16963332,active,ltd,,,2026-01-14,,2026-01-14,[47910],Unit 2 Hillside Farm Hillside Lane Ware England SG12 9SH
REL (KINGSTON) LIMITED,16964371,active,ltd,,,2026-01-15,,2026-01-15,[41100, 68100],2nd Floor Unicorn House, Station Close Potters Bar United Kingdom EN6 1TL
L J SAWYER CONSULTING LTD,16967055,active,ltd,,,2026-01-16,,2026-01-16,[73110],147a High Street Waltham Cross England EN8 7AP
AUST APPLICATION ARCHITECTURE LTD,16966026,active,ltd,,,2026-01-15,,2026-01-15,[62020],18-20 High Street Stevenage United Kingdom SG1 3EJ
AUM SALES LTD,16968902,active,ltd,,,2026-01-16,,2026-01-16,[47910],1st Floor, 5 Century Court Watford England WD18 9PX
THE IVY ROOM AESTHETICS LTD,16969315,active,ltd,,,2026-01-16,,2026-01-16,[96020],Unit 2 Hillside Farm Hillside Lane Ware England SG12 9SH
ELITE CARE 24 LTD,16956278,active,ltd,,,2026-01-12,,2026-01-12,[78109],3 Booth Close Hertford England SG14 2FL
WILLMOTT DIXON DEVELOPMENTS LIMITED,17003529,active,ltd,,,2026-01-30,,2026-01-30,[41100],Suite 201 The Spirella Building Letchworth Garden City United Kingdom SG6 4ET
VITECHX LIMITED,16975715,active,ltd,,,2026-01-20,,2026-01-20,[62012, 62020, 62090],Bishop Square 2nd Floor, Titan Court Hatfield United Kingdom AL10 9NA
PINKNEYS SERVICES LIMITED,16992476,active,ltd,,,2026-01-27,,2026-01-27,[71122],Suite 13, 5 Hercules Way Leavesden Park Watford United Kingdom WD25 7GS
MIB SERRVICES LTD,17000585,active,ltd,,,2026-01-30,,2026-01-30,[68209, 82990],Centre 42 42 Watling Street Radlett England WD7 7NN
NB PROPERTY COLLECTIVE LTD,16960533,active,ltd,,,2026-01-13,,2026-01-13,[68100],C/O Bricks Group Hertfordshire England EN6 4RY
EMMY MEDIA PRODUCTIONS LTD,16966864,active,ltd,,,2026-01-16,,2026-01-16,[59200, 73110, 90030],Red Lodge 7 Red Lodge Borehamwood United Kingdom WD6 4SN
ABOVE ALL SHADOWS LTD,17003606,active,ltd,,,2026-01-30,,2026-01-30,[70229],77 Clive Close Potters Bar EN6 2AD
ONE REALITY LTD,16944320,active,ltd,,,2026-01-05,,2026-01-05,[62020, 70229],10 Prospect Place Welwyn United Kingdom AL6 9EW
FOURDOT PLATES LIMITED,16941355,active,ltd,,,2026-01-05,,2026-01-05,[18129, 22290, 45200],The Kinetic Centre Borehamwood United Kingdom WD6 4PJ
EAST 26 DEVELOPMENTS LIMITED,16943145,active,ltd,,,2026-01-05,,2026-01-05,[41100],Unit 14 Hoddesdon Enterprise Centre Hoddesdon United Kingdom EN11 0FJ
BKPK CREATIONS LIMITED,16943180,active,ltd,,,2026-01-05,,2026-01-05,[59112],East Wing Goffs Oak House Goffs Oak United Kingdom EN7 5GE
ELIA CG LTD,16944167,active,ltd,,,2026-01-05,,2026-01-05,[56101],81 Turners Hill Waltham Cross United Kingdom EN8 9BD
KANEDA LOCKSMITHS LTD,16944654,active,ltd,,,2026-01-06,,2026-01-06,[80200],12 Cavendish House Hoddesdon United Kingdom EN11 0LB
REAL WORDS LIMITED,16946087,active,ltd,,,2026-01-06,,2026-01-06,[90030],2 Tower House Hoddesdon United Kingdom EN11 8UR
NELSONS BROXBOURNE LIMITED,16943086,active,ltd,,,2026-01-05,,2026-01-05,[96090],Unit 14 Hoddesdon Enterprise Centre Hoddesdon United Kingdom EN11 0FJ
LAND INVEST 25 LIMITED,17002978,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
ESOS CAFE LTD,17002364,active,ltd,,,2026-01-30,,2026-01-30,[56102],5 Barnet Road Potters Bar England EN6 2QX
LAND INVEST 18 LIMITED,17002771,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 19 LIMITED,17002753,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
HOLLOWAY BOYS LIMITED,16995869,active,ltd,,,2026-01-28,,2026-01-28,[68209],7-8 Portmill Lane Hitchin England SG5 1DJ
ABC (BLAKENEY) LIMITED,17000772,active,ltd,,,2026-01-30,,2026-01-30,[68209],Langley House Borehamwood United Kingdom WD6 4RT
LAND INVEST 11 LIMITED,17002479,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 26 LIMITED,17002893,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
AMELAYA LTD,17003716,active,ltd,,,2026-01-30,,2026-01-30,[68100, 68209],1 Alexandra Road Hertfordshire United Kingdom WD4 9DS
SENTRYA PAYROLL LTD,17004087,active,ltd,,,2026-01-30,,2026-01-30,[70229],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
E L BALL LTD,17002342,active,ltd,,,2026-01-30,,2026-01-30,[86900],C/O Goodier Smith & Watts Devonshire House Borehamwood England WD6 1QQ
TENNANT & CO ACCOUNTANCY LIMITED,17002564,active,ltd,,,2026-01-30,,2026-01-30,[69201, 69202],4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
PATEL THAKOR ESTATES LTD,16998342,active,ltd,,,2026-01-29,,2026-01-29,[68209],78 Queens Road Watford United Kingdom WD17 2LA
K PROPERTIES 231 LTD,16998708,active,ltd,,,2026-01-29,,2026-01-29,[68100],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG
FLEX TALENT SOLUTIONS LTD,17002134,active,ltd,,,2026-01-30,,2026-01-30,[78109, 78200],S10-12 Audley House Berkhamsted United Kingdom HP4 1EH
CARMELCREST LETTINGS LTD,16994474,active,ltd,,,2026-01-28,,2026-01-28,[68320],Suite 24 Woodside Bishops Stortford United Kingdom CM23 5RG
BLOOMING NATURAL LTD,17002220,active,ltd,,,2026-01-30,,2026-01-30,[01610],Dovehouse Shott Royston United Kingdom SG8 8LL
TTREASURIES LTD,16983494,active,ltd,,,2026-01-23,,2026-01-23,[64999],277 Park Avenue Bushey United Kingdom WD23 2DR
FUTURE DIGITAL RENTALS LTD,16974800,active,ltd,,,2026-01-20,,2026-01-20,[77330],10 Maple Park Essex Road Hoddesdon England EN11 0EX
HAKER MEDIA LIMITED,16999671,active,ltd,,,2026-01-29,,2026-01-29,[59112, 60100, 60200],Ashdon House, Second Floor Barnet England EN5 5YL
SIXTH MAN ADVISORY LIMITED,16962625,active,ltd,,,2026-01-14,,2026-01-14,[70229],4th Floor Radius House Watford England WD17 1HP
THE BUILT IN STUDIO LIMITED,16953949,active,ltd,,,2026-01-09,,2026-01-09,[16230],3 Herts Garden Rooms St. Albans United Kingdom AL4 0LB
GOODY'S MEDIA LIMITED,16959155,active,ltd,,,2026-01-13,,2026-01-13,[94120],7 Shirley Road Abbots Langley United Kingdom WD5 0NJ
SEVEN SITES HOLDINGS LTD,16960765,active,ltd,,,2026-01-13,,2026-01-13,[41100],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
THE MOSAIC COLLECTION LIMITED,16962418,active,ltd,,,2026-01-14,,2026-01-14,[47110],11 Greenleaf House Darkes Lane Potters Bar United Kingdom EN6 1AE
APPLE TREE TRADE LTD,16956603,active,ltd,,,2026-01-12,,2026-01-12,[45112],41 High Street Royston England SG8 9AW
TJC CONSULT LIMITED,16958887,active,ltd,,,2026-01-13,,2026-01-13,[70229],11 Ducketts Wharf South Street Bishop's Stortford England CM23 3AR
LAND INVEST 4 LIMITED,16960804,active,ltd,,,2026-01-13,,2026-01-13,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
VINEXUS HOLDINGS LIMITED,16958817,active,ltd,,,2026-01-13,,2026-01-13,[64209],Langley House Borehamwood United Kingdom WD6 4RT
BIXBOX LIMITED,16960739,active,ltd,,,2026-01-13,,2026-01-13,[46450],11 Oxford Street Watford United Kingdom WD18 0ES
ABBEVILLE CAPITAL LTD,16961127,active,ltd,,,2026-01-13,,2026-01-13,[66190],720 Centennial Court Centennial Park Borehamwood United Kingdom WD6 3SY
ROWAN EDWARD GROUP LTD,16961226,active,ltd,,,2026-01-13,,2026-01-13,[64209],2nd Floor Unicorn House, Station Close Potters Bar United Kingdom EN6 1TL
MILLER INVESTMENTS LTD,16961601,active,ltd,,,2026-01-14,,2026-01-14,[82990],C/O Michael Filiou Ltd, Salisbury House Potters Bar United Kingdom EN6 5AS
AAIE WARWICKSHIRE LIMITED,16968094,active,ltd,,,2026-01-16,,2026-01-16,[55100],The Manor Hotel Elstree United Kingdom WD6 3RE
HALO SOCIAL - SOCIAL MEDIA MANAGEMENT LTD,16969347,active,ltd,,,2026-01-16,,2026-01-16,[70229],40 Roydon Road Ware United Kingdom SG12 8HA
REL (EPSOM) LIMITED,16963590,active,ltd,,,2026-01-14,,2026-01-14,[41100, 68100],2nd Floor Unicorn House Potters Bar United Kingdom EN6 1TL
PEOPLE PARTNER SOLUTIONS LIMITED,16965765,active,ltd,,,2026-01-15,,2026-01-15,[78200, 90020],Office 1 London Road Stevenage England SG1 1XZ
ELDIAN PARTNERS LIMITED,16968393,active,ltd,,,2026-01-16,,2026-01-16,[70229],1st Floor, 5 Century Court Watford England WD18 9PX
OWN YOUR REP LIMITED,16973355,active,ltd,,,2026-01-19,,2026-01-19,[70229],12 West Street Ware United Kingdom SG12 9EE
THE NIGHT IS CALLING EVENTS LIMITED,16974162,active,ltd,,,2026-01-20,,2026-01-20,[90020, 93290],C/O Michael Filiou Ltd, Salisbury House Potters Bar United Kingdom EN6 5AS
THE NIGHT IS CALLING RECORDS LIMITED,16974173,active,ltd,,,2026-01-20,,2026-01-20,[59200],C/O Michael Filiou Ltd, Salisbury House Potters Bar United Kingdom EN6 5AS
BUZZ SUPPLIES HOLDINGS LIMITED,16962910,active,ltd,,,2026-01-14,,2026-01-14,[64209],Unit F Woodside Industrial Estate, Bishop's Stortford England CM23 5RG
PRIMUSX GLOBAL LTD,16970779,active,ltd,,,2026-01-19,,2026-01-19,[46900, 47190, 47910],51 Maynard Drive St Albans United Kingdom AL1 2JX
BISHOPSGATE TRANSFORMATION LTD,16975058,active,ltd,,,2026-01-20,,2026-01-20,[62020, 70229],6 Wells Close Harpenden England AL5 3LQ
F L EVENTS LTD,16977849,active,ltd,,,2026-01-21,,2026-01-21,[82302, 93199],Jacks Hill Graveley England SG4 7EQ
LAUNCH POINT RECRUITMENT LTD,16976155,active,ltd,,,2026-01-20,,2026-01-20,[78109],8 Ryecroft Crescent Barnet United Kingdom EN5 3BP
THE LUCIA LTD,16976291,active,ltd,,,2026-01-20,,2026-01-20,[68100],C/O Cooper Hathway Limited Maple House Potters Bar England EN6 5BS
L LAKE HOLDINGS LTD,16981953,active,ltd,,,2026-01-22,,2026-01-22,[64209],11 Ducketts Wharf South Street Bishop's Stortford England CM23 3AR
HEATHER VIEW HOLDINGS LTD,16984119,active,ltd,,,2026-01-23,,2026-01-23,[64209],Heather View Felden England HP3 0BG
SAUNDERS SIGNS LTD,16984212,active,ltd,,,2026-01-23,,2026-01-23,[74909],23 Church Street Rickmansworth United Kingdom WD3 1DE
INTEGRIUS LTD,16984151,active,ltd,,,2026-01-23,,2026-01-23,[58290],101 Bury Road Hitchin United Kingdom SG5 3NZ
23 PORTERS WOOD LIMITED,16984400,active,ltd,,,2026-01-23,,2026-01-23,[68209],23 Porters Wood St Albans United Kingdom AL3 6PQ
ENFES EXPRESS LTD,16980528,active,ltd,,,2026-01-22,,2026-01-22,[56103],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG
LUEE LIMITED,16982032,active,ltd,,,2026-01-22,,2026-01-22,[47750],Grenville House Broxbourne England EN10 7DH
SERENITY LIFESTYLE LTD,16986712,active,ltd,,,2026-01-26,,2026-01-26,[47190, 47910],235 Daniells Welwyn Garden City England AL7 1QD
CLARKES CARPENTRY & CONSTRUCTION LTD,16992861,active,ltd,,,2026-01-27,,2026-01-27,[43320],4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
HERITAGE COMMERCIAL INTERIORS LTD,16989869,active,ltd,,,2026-01-27,,2026-01-27,[43390],2 Beverley Road Stevenage England SG1 4PR
IONA LETTINGS LIMITED,16991546,active,ltd,,,2026-01-27,,2026-01-27,[68209],7-8 Portmill Lane Hitchin England SG5 1DJ
HASLIEN STUDIO LTD,16941655,active,ltd,,,2026-01-05,,2026-01-05,[90030],C/O Goodier Smith & Watts Borehamwood England WD6 1QQ
CENTRIQUE RESIDENTIAL LIMITED,16948878,active,ltd,,,2026-01-07,,2026-01-07,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
EXPERT LENDING THREE LIMITED,16945726,active,ltd,,,2026-01-06,,2026-01-06,[64999],Langley House Borehamwood United Kingdom WD6 4RT
H&H TRADERS LTD,16945321,active,ltd,,,2026-01-06,,2026-01-06,[47421, 47429, 47910],209a Queens Road Watford United Kingdom WD17 2QH
MIRROR & MUSE LTD,16945390,active,ltd,,,2026-01-06,,2026-01-06,[96020],207 Crescent Road Barnet England EN4 8SB
FAIRWAY CONSTRUCTION HOME COUNTIES LTD,16947566,active,ltd,,,2026-01-07,,2026-01-07,[43120, 43999],2-4 Forum Place Fiddlebridge Lane Hatfield England AL10 0RN
JUST HOLDING SOMETHING LTD,16950205,active,ltd,,,2026-01-08,,2026-01-08,[64209],18-20 High Street Stevenage United Kingdom SG1 3EJ
R&A SOCCER LTD,16953241,active,ltd,,,2026-01-09,,2026-01-09,[85510],16 Lochnell Road Berkhamsted United Kingdom HP4 3QD
TURQUAZ LEISURE PARK LIMITED,16984779,active,ltd,,,2026-01-23,,2026-01-23,[68209, 68320],81 Turners Hill Waltham Cross England EN8 9BD
BY TWO STUDIO LIMITED,16969035,active,ltd,,,2026-01-16,,2026-01-16,[74100],Censeo House St. Albans England AL1 3LF
WAGS GROOMING LTD,16960722,active,ltd,,,2026-01-13,,2026-01-13,[96090],2 Grenville Avenue Broxbourne EN10 7DH
LONDON INDOOR PLANTS LTD,16969071,active,ltd,,,2026-01-16,,2026-01-16,[47760],4 Hoestock Road Sawbridgeworth England CM21 0DY
HOUSE PLANTS DIRECT LTD,16969700,active,ltd,,,2026-01-17,,2026-01-17,[47760],4 Hoestock Road Sawbridgeworth England CM21 0DY
NATHANAEL LLOYD LTD,16946232,active,ltd,,,2026-01-06,,2026-01-06,[64209],Ambler View Ware England SG12 8HH
PRIYACTIVE LTD,16945355,active,ltd,,,2026-01-06,,2026-01-06,[46420, 47640],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
PAGODA ADVISORY LTD,16980978,active,ltd,,,2026-01-22,,2026-01-22,[70221],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
LONDON BROTHERS CONSTRRUCTION LTD,16998523,active,ltd,,,2026-01-29,,2026-01-29,[82990],4-6 Spicer Street St. Albans England AL3 4PQ
ARTICHOKE VENTURES LIMITED,16982962,active,ltd,,,2026-01-23,,2026-01-23,[70221],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
ASCENT 4520 LIMITED,16988423,active,ltd,,,2026-01-26,,2026-01-26,[68209],14a Meadway Court Stevenage England SG1 2EF
ASHFIELD TECH LIMITED,16955913,active,ltd,,,2026-01-12,,2026-01-12,[62020],24 Billy Lows Lane Potters Bar United Kingdom EN6 1XN
KIN ADVISORY LTD,16983538,active,ltd,,,2026-01-23,,2026-01-23,[68209],C/O Dsco The Tower, The Maltings Ware United Kingdom SG12 9LR
W1 EPS LTD,16960865,active,ltd,,,2026-01-13,,2026-01-13,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
ALK TRANSPORT LTD,17003991,active,ltd,,,2026-01-30,,2026-01-30,[49390],42 Watling Street Radlett United Kingdom WD7 7NN
CANONBURYSQ LIMITED,16964117,active,ltd,,,2026-01-14,,2026-01-14,[68100, 68209, 68320],Harcourt Stevenage Road Hitchin SG4 7PE
NEW LEES EXPRESS LTD,16941857,active,ltd,,,2026-01-05,,2026-01-05,[56103],3 Churchfield Path Waltham Cross United Kingdom EN8 9EG
ARKDTRADE LIMITED,16942869,active,ltd,,,2026-01-05,,2026-01-05,[68100, 68209],58 Camlet Way Barnet England EN4 0NS
CLICK SOURCE LTD,16944602,active,ltd,,,2026-01-06,,2026-01-06,[73110],Unit 3 London Road St. Albans United Kingdom AL1 1JB
VLAD VENTURES LTD,16945093,active,ltd,,,2026-01-06,,2026-01-06,[64209],29 Orbital 25 Business Park Dwight Road Watford England WD18 9DA
JMSS PH LIMITED,16944725,active,ltd,,,2026-01-06,,2026-01-06,[68209],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
SANDHU’S PROPERTIES LIMITED,16945844,active,ltd,,,2026-01-06,,2026-01-06,[68100, 68209],Suite 9 30 Bancroft Hitchin England SG5 1LE
FAIRWAY CONSTRUCTION SERVICES LTD,16947353,active,ltd,,,2026-01-07,,2026-01-07,[77320],2-4 Forum Place Fiddlebridge Lane Hatfield United Kingdom AL10 0RN
INNOX HOLDINGS LTD,16946017,active,ltd,,,2026-01-06,,2026-01-06,[64209],Janelle House Hertford England SG14 1QN
