company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
ATG BASKETBALL LTD,17174119,active,ltd,,,2026-04-22,,2026-04-22,[85510],Heronslea House Bushey England WD23 3HH
CADI SOFTWARE LTD,17174156,active,ltd,,,2026-04-22,,2026-04-22,[62012],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
RICHMOND GATE INVESTMENTS LTD,17178098,active,ltd,,,2026-04-24,,2026-04-24,[68100, 68209],78 Queens Road Watford United Kingdom WD17 2LA
BEVANS CONSTRUCTION LTD,17178613,active,ltd,,,2026-04-24,,2026-04-24,[43999],C/O My Prestige Accountant Ltd, Office On The Hill Elstree United Kingdom WD6 3BY
BOOKED FOR YOU LTD,17174410,active,ltd,,,2026-04-22,,2026-04-22,[96090],Sworders Barn Sworders Yard Hertfordshire United Kingdom CM23 2LD
LINKOM LTD,17175673,active,ltd,,,2026-04-23,,2026-04-23,[46320, 46342, 46380, 46390],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
BRADELLS CO. 4 LTD,17177661,active,ltd,,,2026-04-23,,2026-04-23,[93130],73-75 High Street Stevenage United Kingdom SG1 3HR
HUNTRIX PROPERTIES LTD,17178644,active,ltd,,,2026-04-24,,2026-04-24,[68100, 68201, 68209, 68320],110/112 Lancaster Road Barnet United Kingdom EN4 8AL
SUMAN HEALTHCARE LIMITED,17174759,active,ltd,,,2026-04-22,,2026-04-22,[86230, 86900],Suite 13, Leavesden Park 5 Hercules Way Watford United Kingdom WD25 7GS
123 STUDIOS LTD,17178574,active,ltd,,,2026-04-24,,2026-04-24,[59200],103 High Street Waltham Cross United Kingdom EN8 7AN
BARS AND TONE ENGINEERING LIMITED,17179437,active,ltd,,,2026-04-24,,2026-04-24,[70229],Pendragon House St. Albans United Kingdom AL1 1LJ
TIARA BLACKLINE LTD,17179924,active,ltd,,,2026-04-24,,2026-04-24,[49390],15-17 High Street Hertfordshire England WD6 3BY
KEANE R. C. S LTD,17189243,active,ltd,,,2026-04-29,,2026-04-29,[43999],C/O My Prestige Accountant Ltd, Office On The Hill Elstree United Kingdom WD6 3BY
XIANGDA PROPERTY LTD,17189516,active,ltd,,,2026-04-29,,2026-04-29,[68209],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
ORA DEVELOPMENTS LTD,17189508,active,ltd,,,2026-04-29,,2026-04-29,[68100, 68209, 68320],10-14 Old Wallfields Pegs Lane Hertford United Kingdom SG13 8EQ
PHOENIX PLUMBING & BATHROOMS LTD,17191740,active,ltd,,,2026-04-30,,2026-04-30,[98200],37, Stortford Road Hoddesdon Hertfordshire United Kingdom EN11 0AL
WARE'S MY HANDYMAN LIMITED,17189041,active,ltd,,,2026-04-29,,2026-04-29,[43390],39 Lady Margaret Gardens Ware United Kingdom SG12 7QB
DANSCO GALLERY LIMITED,17189950,active,ltd,,,2026-04-29,,2026-04-29,[82990],1st Floor, Spitalfields House Borehamwood England WD6 2FX
SLG ELECTRICAL SERVICES LTD,17191989,active,ltd,,,2026-04-30,,2026-04-30,[43210],8 Falkirk Gardens Watford England WD19 6YR
HIB ENGINEERING LTD,17192200,active,ltd,,,2026-04-30,,2026-04-30,[71129],Unit 2 Hillside Farm Hillide Lane Ware England SG12 9SH
TECH CONNECT LTD,17192695,active,ltd,,,2026-04-30,,2026-04-30,[61900],C/O Dsco, The Tower Ware United Kingdom SG12 9LR
ELZ INVESTMENT LTD,17170044,active,ltd,,,2026-04-20,,2026-04-20,[68100, 68209],81 Turners Hill Waltham Cross United Kingdom EN8 9BD
QUARTERSTONE HOLDINGS LIMITED,17144717,active,ltd,,,2026-04-08,,2026-04-08,[68209],6/7 Castle Gate Castle Street Hertford England SG14 1HD
KENSINGTON INTL (LOGISTICS) LTD,17144712,active,ltd,,,2026-04-08,,2026-04-08,[96090],Peng Liang 5 Elizabeth Close Barnet United Kingdom EN5 4DP
HERTFIELDS VENUES LTD,17146832,active,ltd,,,2026-04-09,,2026-04-09,[56302],Rae House Bishops Stortford United Kingdom CM23 3BT
HELGROM UK LTD,17147208,active,ltd,,,2026-04-09,,2026-04-09,[46190],5 Elstree Gate Borehamwood United Kingdom WD6 1JD
ONTARIO MEDICAL LTD,17148884,active,ltd,,,2026-04-10,,2026-04-10,[86900],Unit 4 Stirling Court Yard Borehamwood England WD6 2FX
UNITED ELECTRICAL COMPANY LIMITED,17151328,active,ltd,,,2026-04-11,,2026-04-11,[43210],Second Floor Hitchin United Kingdom SG4 9SP
LAYAN TAXI LTD,17155833,active,ltd,,,2026-04-14,,2026-04-14,[49320],101 Cavell Drive Hertfordshire England CM23 5PX
AE CREATIVE STUDIO LIMITED,17158355,active,ltd,,,2026-04-15,,2026-04-15,[90030],11 Greenleaf House Darkes Lane Potters Bar United Kingdom EN6 1AE
T RAMIZ SERVICES LIMITED,17158359,active,ltd,,,2026-04-15,,2026-04-15,[81300],9 Church Street Bishop's Stortford United Kingdom CM23 2LY
NERU NIGHT LTD,17158460,active,ltd,,,2026-04-15,,2026-04-15,[32500, 47910],143 Tudor Way Rickmansworth United Kingdom WD3 7HN
ASCEND PROPERTY SOLUTIONS LTD,17158888,active,ltd,,,2026-04-15,,2026-04-15,[68100],Suite 20 Pluto Accountancy New Mead Barn Wickham Hall Bishops Stortford United Kingdom CM23 1JG
KW OPERATIONS LTD,17144431,active,ltd,,,2026-04-08,,2026-04-08,[80200],C/O Michael Filiou Ltd, Salisbury House Potters Bar United Kingdom EN6 5AS
AJB PLASTERING & DRYLINING LTD,17148357,active,ltd,,,2026-04-10,,2026-04-10,[43310],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
RAUBENHEIMER LIMITED,17154451,active,ltd,,,2026-04-13,,2026-04-13,[41202],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
OSE CLINICAL REHABILITATION & OT CONSULTANCY LIMITED,17157317,active,ltd,,,2026-04-14,,2026-04-14,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
ASSET ADMINISTRATION LIMITED,17158931,active,ltd,,,2026-04-15,,2026-04-15,[64209],16 Cambridge Road Sawbridgeworth England CM21 9BS
JAMES HOLDINGS SUSSEX LIMITED,17159209,active,ltd,,,2026-04-15,,2026-04-15,[64209],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
BTR PLUMBING LIMITED,17163832,active,ltd,,,2026-04-17,,2026-04-17,[43220],60 Coachmans Lane Baldock England SG7 5BG
LIMA PROPERTY 4 LIMITED,17164281,active,ltd,,,2026-04-17,,2026-04-17,[68100, 68209],Steele House Hatfield United Kingdom AL9 5JN
MOORHOUSE CARE HOME LIMITED,17165276,active,ltd,,,2026-04-17,,2026-04-17,[87300],1 Lea Business Park Harpenden England AL5 5EQ
APA CONSTRUCTION LTD,17167830,active,ltd,,,2026-04-20,,2026-04-20,[41100, 41202, 43999],67 Stephenson Mews Stevenage United Kingdom SG2 8UW
NLP CAPITAL LIMITED,17168831,active,ltd,,,2026-04-20,,2026-04-20,[64209],51 Crossfell Road Hemel Hempstead United Kingdom HP3 8RQ
CAPSYS LTD,17169819,active,ltd,,,2026-04-20,,2026-04-20,[62090],C/O Ake, Hoddesdon Enterprise Centre Hoddesdon England EN11 0FJ
CASTPATH LTD,17170026,active,ltd,,,2026-04-20,,2026-04-20,[70229],Drover House St Albans England AL3 5BH
HJK SERVICES LIMITED,17170436,active,ltd,,,2026-04-20,,2026-04-20,[82990],The Howarthn Armsby Suite Studio House Cheshunt United Kingdom EN8 9SH
FRECK FILES LIMITED,17170803,active,ltd,,,2026-04-20,,2026-04-20,[74209],4 Grenville Avenue Broxbourne England EN10 7DH
THE RAPHAEL PROPERTY GROUP LIMITED,17171610,active,ltd,,,2026-04-21,,2026-04-21,[68209],Unit 2 32-34 Station Close Potters Bar United Kingdom EN6 1TL
LUCY SOUTHWOOD LTD,17170910,active,ltd,,,2026-04-20,,2026-04-20,[58190],93 St. Albans Road St. Albans England AL4 9LH
MEADOWVIEW CARE HOME LIMITED,17164126,active,ltd,,,2026-04-17,,2026-04-17,[87300],1 Lea Business Park Harpenden England AL5 5EQ
ESQ KETTERING LIMITED,17164685,active,ltd,,,2026-04-17,,2026-04-17,[56102],Broad House 1 The Broadway Hatfield England AL9 5BG
YESTORE LTD,17167014,active,ltd,,,2026-04-19,,2026-04-19,[47910],55 Wayside, Potters Bar Hertfordshire United Kingdom EN6 5NF
JBDL HOLDINGS LIMITED,17170119,active,ltd,,,2026-04-20,,2026-04-20,[64209],Regent House Hoddesdon United Kingdom EN11 0DJ
DATCHWORTH HEATING LTD,17160103,active,ltd,,,2026-04-15,,2026-04-15,[43220],11 Garden Court Welwyn Garden City England AL7 1BH
DEPUSON LIMITED,17130656,active,ltd,,,2026-04-01,,2026-04-01,[68209],Langley House Borehamwood United Kingdom WD6 4RT
BEELINE PROJECTS LIMITED,17166995,active,ltd,,,2026-04-19,,2026-04-19,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
R&M PLYWOOD LTD,17161048,active,ltd,,,2026-04-16,,2026-04-16,[46730],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
ALLEN PROPERTY MAINTENANCE LIMITED,17135509,active,ltd,,,2026-04-02,,2026-04-02,[43220, 43290, 43330, 43390],Office G5 Watford England WD25 8HR
LJO TALENT LIMITED,17159100,active,ltd,,,2026-04-15,,2026-04-15,[74909],Building 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
BACBERG CONSULTING LIMITED,17174495,active,ltd,,,2026-04-22,,2026-04-22,[70229],C/O Ake, Hoddesdon Enterprise Centre Hoddesdon England EN11 0FJ
OKTOBERFEST TOUR LIMITED,17177398,active,ltd,,,2026-04-23,,2026-04-23,[56210],136 Dragon Road Hatfield United Kingdom AL10 9NZ
RADLETT GOLF CENTRE LIMITED,17170131,active,ltd,,,2026-04-20,,2026-04-20,[93290],Radlett Golf Centre Radlett United Kingdom WD7 7HJ
CROSS FAMILY BUTCHERS LIMITED,17171778,active,ltd,,,2026-04-21,,2026-04-21,[47220],81 Turners Hill Waltham Cross United Kingdom EN8 9BD
CABARET LIMITED,17132275,active,ltd,,,2026-04-01,,2026-04-01,[96090],Suite 2c Brosnan House Potters Bar United Kingdom EN6 1BW
MAVERICK CAMPER COLLECTIVE LTD,17172776,active,ltd,,,2026-04-21,,2026-04-21,[45190],2nd Floor, Unicorn House Potters Bar England EN6 1TL
SJ ARBORISTS LIMITED,17178443,active,ltd,,,2026-04-24,,2026-04-24,[01250],The Howarth Armsby Suite Studio House Cheshunt United Kingdom EN8 9SH
V&K SONS BUILDERS LIMITED,17170233,active,ltd,,,2026-04-20,,2026-04-20,[41201, 41202, 43390, 43999],20 Little Grove Bushey United Kingdom WD23 3BG
NR BATHROOMS & BUILDINGS LIMITED,17173272,active,ltd,,,2026-04-22,,2026-04-22,[41202, 43330, 43390],69 Longfield Lane Waltham Cross United Kingdom EN7 6AE
ANTON PROPERTY LETTINGS LTD,17178996,active,ltd,,,2026-04-24,,2026-04-24,[68100, 68209],207 Crescent Road Barnet Hertfordshire England EN4 8SB
PRIME CORE SERVICES GROUP LIMITED,17169649,active,ltd,,,2026-04-20,,2026-04-20,[78109, 78200],20 Little Grove Bushey United Kingdom WD23 3BG
HANILTECH PROCUREMENT LTD,17174398,active,ltd,,,2026-04-22,,2026-04-22,[46510, 46520],22 Williams Court Cheshunt United Kingdom EN8 9FF
V4EVENTS WEDDING PLANNER LIMITED,17148294,active,ltd,,,2026-04-10,,2026-04-10,[62020],177 Trumper Road Stevenage England SG1 5JX
GRAPHIC REWILDING MERCHANDISE LIMITED,17191053,active,ltd,,,2026-04-30,,2026-04-30,[47781],Pendragon House St. Albans England AL1 1LJ
MOLES FARM STABLES LTD,17191232,active,ltd,,,2026-04-30,,2026-04-30,[01621],Moles Farm Stables Buntingford England SG9 0EX
C MORGAN HOLDINGS LIMITED,17191256,active,ltd,,,2026-04-30,,2026-04-30,[68100, 68209],7-8 Portmill Lane Hitchin England SG5 1DJ
CINQUE PORTS CANINE LTD,17179345,active,ltd,,,2026-04-24,,2026-04-24,[96090],10-14 Old Wallfields Pegs Lane Hertford United Kingdom SG13 8EQ
HORNE LIGHTING LTD,17185232,active,ltd,,,2026-04-28,,2026-04-28,[43210],8 Beehive Road Goffs Oak United Kingdom EN7 5NL
CAMBIT CAPITAL LTD,17185793,active,ltd,,,2026-04-28,,2026-04-28,[64999],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
CLEARWAY PARTNERSHIP LIMITED,17188093,active,ltd,,,2026-04-29,,2026-04-29,[70229],18-20 High Street Stevenage United Kingdom SG1 3EJ
BF HEIGHTS LIMITED,17188279,active,ltd,,,2026-04-29,,2026-04-29,[68100],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
IVAAS & CO LTD,17179652,active,ltd,,,2026-04-24,,2026-04-24,[47110],26b Lawn Lane Hemel Hempstead United Kingdom HP3 9HL
KERNTERMINAL (UK) LTD,17186354,active,ltd,,,2026-04-28,,2026-04-28,[52219],Queens House, St Albans United Kingdom AL1 3HZ
GOULDS GAFFS LTD,17186340,active,ltd,,,2026-04-28,,2026-04-28,[68100, 68209],Censeo House St. Albans England AL1 3LF
MA & MG HOLDINGS LTD,17132688,active,ltd,,,2026-04-01,,2026-04-01,[99999],Unit 4 Stirling Court Yard Borehamwood England WD6 2FX
ALCHYMY LTD,17187365,active,ltd,,,2026-04-28,,2026-04-28,[64304],147a High Street Waltham Cross England EN8 7AP
SHERRIFF SPORTS & RURAL LTD,17179692,active,ltd,,,2026-04-24,,2026-04-24,[81300],Faulkner House St Albans United Kingdom AL1 3SE
NEXT KICK ACADEMY LTD,17184917,active,ltd,,,2026-04-27,,2026-04-27,[85510],2nd Floor, Unicorn House Potters Bar England EN6 1TL
PHL PROPERTY DEVELOPMENT LTD,17185347,active,ltd,,,2026-04-28,,2026-04-28,[41100],6/7 Castle Gate Castle Street Hertford England SG14 1HD
NOEL BARNET LIMITED,17185817,active,ltd,,,2026-04-28,,2026-04-28,[56102],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
KSBR BRAND FUTURES HOLDINGS LTD,17160464,active,ltd,,,2026-04-15,,2026-04-15,[73200],114-116 Fore Street Hertford England SG14 1AJ
MAXIMUS LEONIS CAPITAL LIMITED,17181288,active,ltd,,,2026-04-27,,2026-04-27,[64999, 66190, 70229, 82990],7-8 Portmill Lane Hitchin England SG5 1DJ
PHDC (LONDON) LTD,17187261,active,ltd,,,2026-04-28,,2026-04-28,[41100],Frank Boyle Potters Bar United Kingdom EN6 4EH
HERTFIELDS LIMITED,17130932,active,ltd,,,2026-04-01,,2026-04-01,[64209],Rae House Bishops Stortford United Kingdom CM23 3BT
LYCIUM HOLDINGS LIMITED,17131533,active,ltd,,,2026-04-01,,2026-04-01,[64209],East Wing Goffs Oak House Goffs Oak United Kingdom EN7 5GE
ADT SERVICES LTD,17131740,active,ltd,,,2026-04-01,,2026-04-01,[69202],18 Hatfield Road Potters Bar United Kingdom EN6 1HN
OWEN THOMAS INVESTMENTS LTD,17130800,active,ltd,,,2026-04-01,,2026-04-01,[68100],Sas House Friarswood Kings Langley United Kingdom WD4 9JB
KAPSYS IT SERVICES LIMITED,17160761,active,ltd,,,2026-04-16,,2026-04-16,[62012, 62020],20 The Causeway Bishop's Stortford England CM23 2EJ
RENII LTD,17135170,active,ltd,,,2026-04-02,,2026-04-02,[62012],271 High Street Berkhamsted United Kingdom HP4 1AA
ORT LIFTS LTD,17164142,active,ltd,,,2026-04-17,,2026-04-17,[28220, 43999],18 Highfield Road Waltham Cross England EN7 6RW
ELEVATE BY TALIA LTD,17139697,active,ltd,,,2026-04-07,,2026-04-07,[47910],Regency House Barnet England EN5 4BE
CELLA GLOBAL LIMITED,17139958,active,ltd,,,2026-04-07,,2026-04-07,[64209],Godfrey Laws & Co Ltd 65 Knowl Piece Hitchin England SG4 0TY
CELLA SOFTWARE LIMITED,17144666,active,ltd,,,2026-04-08,,2026-04-08,[62012],Godfrey Laws & Co Ltd 65 Knowl Piece Hitchin England SG4 0TY
HANNAH BRACE CONVEYANCING LTD,17145681,active,ltd,,,2026-04-09,,2026-04-09,[69109],1st & 2nd Floor 2 West Street Ware England SG12 9EE
SHAPE SHIFTER FITNESS LTD,17146124,active,ltd,,,2026-04-09,,2026-04-09,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
FLIGHTS CRUISE & HOLIDAY LTD,17147552,active,ltd,,,2026-04-09,,2026-04-09,[79110],78 Queens Road Watford United Kingdom WD17 2LA
WENZEL FOOD SERVICE LIMITED,17148118,active,ltd,,,2026-04-10,,2026-04-10,[10890],Sunley House Watford United Kingdom WD18 9TB
VIGORY PICTURES LTD,17148863,active,ltd,,,2026-04-10,,2026-04-10,[59111, 59112, 59113, 90010],C/O Goodier Smith & Watts Devonshire House Borehamwood England WD6 1QQ
QUANTUM PEAK HOLDINGS LIMITED,17149959,active,ltd,,,2026-04-10,,2026-04-10,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ
POUSTO LIMITED,17150311,active,ltd,,,2026-04-10,,2026-04-10,[64209],Charter House Marlborough Park Harpenden United Kingdom AL5 1NL
MEH MUTT LIMITED,17150326,active,ltd,,,2026-04-10,,2026-04-10,[90010],5 Elstree Gate Borehamwood United Kingdom WD6 1JD
I-DRIVE MOULDINGS LIMITED,17151269,active,ltd,,,2026-04-11,,2026-04-11,[43310],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
THEY'RE NOT MY TEETH LIMITED,17151302,active,ltd,,,2026-04-11,,2026-04-11,[86220],Brevins Ltd, 23 Porters Wood St. Albans United Kingdom AL3 6PQ
CVOR SERVICES LTD,17134610,active,ltd,,,2026-04-02,,2026-04-02,[43390],33 Ludlow Mead Watford United Kingdom WD19 7DA
RW STEEL FABRICATIONS LIMITED,17135355,active,ltd,,,2026-04-02,,2026-04-02,[24100],4th Floor Radius House Watford England WD17 1HP
THE OAKEN STUDIO LTD,17136457,active,ltd,,,2026-04-03,,2026-04-03,[16230, 31090, 43320],133 St. Georges Drive Watford United Kingdom WD19 5HE
TFT PRODUCTION LTD,17137655,active,ltd,,,2026-04-06,,2026-04-06,[82990],Suite 20 Pluto Accountancy New Mead Barn Bishops Stortford United Kingdom CM23 1JG
NORTH POINT TALENT LIMITED,17139106,active,ltd,,,2026-04-07,,2026-04-07,[70229],39 The Metro Centre Watford United Kingdom WD18 9SB
GMS SPV INVESTMENT LIMITED,17139384,active,ltd,,,2026-04-07,,2026-04-07,[68100, 68209],81 Turners Hill Waltham Cross United Kingdom EN8 9BD
LCM HERTS LTD,17142306,active,ltd,,,2026-04-08,,2026-04-08,[46341, 46360, 47240, 47250],20 Mead Business Centre Hertford United Kingdom SG13 7BJ
GENEVRIER HOROLOGICAL SERVICES LTD,17142477,active,ltd,,,2026-04-08,,2026-04-08,[95250],The Coach House Sawbridgeworth England CM21 9AE
ANDREAS FRANZ LIMITED,17142945,active,ltd,,,2026-04-08,,2026-04-08,[90030],56 Shepherds Way Rickmansworth England WD3 7NL
RUDRANSH INVESTMENTS LTD,17143128,active,ltd,,,2026-04-08,,2026-04-08,[68100],109 Muirfield Road Watford England WD19 6JE
ALTERNATIVE COMMERCIAL MORTGAGES LIMITED,17144230,active,ltd,,,2026-04-08,,2026-04-08,[64999],Unit 2 Imperial Place Borehamwood England WD6 1JN
JOY FOODS GROUP LTD,17144627,active,ltd,,,2026-04-08,,2026-04-08,[10890],Peng Liang 5 Elizabeth Close Barnet United Kingdom EN5 4DP
WHITE BENCH LTD,17137610,active,ltd,,,2026-04-06,,2026-04-06,[68100],Brevins Ltd St. Albans United Kingdom AL3 6PQ
HGF NEXUS LIMITED,17133845,active,ltd,,,2026-04-02,,2026-04-02,[59112],11 Greenleaf House Darkes Lane Potters Bar United Kingdom EN6 1AE
OLD CROMWELL ROAD LIMITED,17134996,active,ltd,,,2026-04-02,,2026-04-02,[68209],34a Corner House Wyatts Road Rickmansworth United Kingdom WD3 5TE
ELITE CULINARY & HOSPITALITY CONSULTING LTD,17140633,active,ltd,,,2026-04-07,,2026-04-07,[70229],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE
271 ADVISORY LTD,17158496,active,ltd,,,2026-04-15,,2026-04-15,[70229],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
MARQUEE COMMERCIAL SERVICES LTD,17161106,active,ltd,,,2026-04-16,,2026-04-16,[43999, 82990],Sopers House Sopers Road Potters Bar United Kingdom EN6 4RY
MARQUEE PAY LTD,17161231,active,ltd,,,2026-04-16,,2026-04-16,[82990],Sopers House Sopers Road Potters Bar United Kingdom EN6 4RY
OAB ENTERPRISE SOLUTIONS LTD,17161428,active,ltd,,,2026-04-16,,2026-04-16,[62020],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
ALYSSUM PROPERTIES LIMITED,17154467,active,ltd,,,2026-04-13,,2026-04-13,[68209],Unit 1b Focus Four Letchworth Garden City England SG6 2TU
GT LIFTING SERVICES LTD,17160913,active,ltd,,,2026-04-16,,2026-04-16,[43999],Sas House Friarswood Kings Langley United Kingdom WD4 9JB
P & K GROUP LIMITED,17155710,active,ltd,,,2026-04-14,,2026-04-14,[64209],14a Meadway Court Stevenage England SG1 2EF
MARSAL STRATEGIC CONSULTANCY LIMITED,17163634,active,ltd,,,2026-04-17,,2026-04-17,[70229],Little Orchard Redhall Lane Rickmansworth United Kingdom WD3 4LS
ASHFIELD ELECTRICAL LIMITED,17154962,active,ltd,,,2026-04-13,,2026-04-13,[43210],Second Floor Hitchin United Kingdom SG4 9SP
NXRD LIMITED,17156354,active,ltd,,,2026-04-14,,2026-04-14,[73110],Rae House Bishops Stortford United Kingdom CM23 3BT
