company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
FRITH CO HOLDINGS LTD,16672487,active,ltd,,,2025-08-26,,2025-08-26,[47290],Baptiste & Co, Tower 42 London England EC2N 1HN,,,
PRINTEZO LTD,16672486,active,ltd,,,2025-08-26,,2025-08-26,[62012, 62020, 62090],86-90 Paul Street London United Kingdom EC2A 4NE,printezo.net,help@printezo.net,Confirmed
TP BARBERS LIMITED,16672656,active,ltd,,,2025-08-26,,2025-08-26,[96020],266 Nightingale Road London England N9 8PP,,,
NETTA QUARTERS LTD,16672642,active,ltd,,,2025-08-26,,2025-08-26,[68209, 68320],128 City Road London United Kingdom EC1V 2NX,,,
CAPTURE CONTEXT LTD,16672982,active,ltd,,,2025-08-26,,2025-08-26,[73110],116 Macoma Road London England SE18 2QL,,,
TIMEFLEX HEALTHCARE LTD,16672965,active,ltd,,,2025-08-26,,2025-08-26,[86900],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
VELAR UPVC WINDOORS AND DOOR REPAIRS LTD,16672968,active,ltd,,,2025-08-26,,2025-08-26,[22230, 25120, 43342],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
CHUCKLES STUDIOS LIMITED,16626827,active,ltd,,,2025-08-04,,2025-08-04,[73110],17 Cranwich Avanue 17 Cranwich Avenue London England N21 2BB,chuckles.studio,,Confirmed
CERADIME LTD,16673097,active,ltd,,,2025-08-26,,2025-08-26,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
PAWFECT GROOM LTD,16673256,active,ltd,,,2025-08-26,,2025-08-26,[96090],20 Wenlock Road London England N1 7GU,,,
MVNGOODS LTD,16673394,active,ltd,,,2025-08-26,,2025-08-26,[47910],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
KEYLINK RECRUITMENT LTD,16673401,active,ltd,,,2025-08-26,,2025-08-26,[78109, 78200],167-169 Great Portland Street London England W1W 5PF,,,
SJU DISTRIBUTIONS LTD,16673554,active,ltd,,,2025-08-26,,2025-08-26,[47910],5 Alverstone Road London England E12 5NJ,,,
SALES GENERATORS LDN LIMITED,16669434,active,ltd,,,2025-08-24,,2025-08-24,[46180, 46190, 82990],2nd Floor 167 Cannon Street Road London United Kingdom E1 2LX,,,
STRONG TOWER LEARNING CENTRE LTD,16669300,active,ltd,,,2025-08-24,,2025-08-24,[85200, 85590, 85600],26 Admiralty Close London England SE8 4SS,strongtowerlearningcentre.com,,Likely
MIO MOTORS LIMITED,16669425,active,ltd,,,2025-08-24,,2025-08-24,[45112],Flat 94 Millicent Fawcett Court London England N17 6SX,,,
CITYLINE ROOFING EXPERT LIMITED,16669422,active,ltd,,,2025-08-24,,2025-08-24,[43910],47a Queensbury Road London England NW9 8LS,citylineroofingexpert.co.uk,,Confirmed
GOLD DOVE LIMITED,16669315,active,ltd,,,2025-08-24,,2025-08-24,[68209, 98000],15 Linthorpe Road London England N16 5RE,,,
BAYLO LIMITED,16669409,active,ltd,,,2025-08-24,,2025-08-24,[52219, 62012],Office One, 1 Coldbath Square London United Kingdom EC1R 5HL,,,
ARIBA LTD,16669400,active,ltd,,,2025-08-24,,2025-08-24,[59113],Flat 61 15 Portman Square London United Kingdom W1H 6LJ,,,
AARVIX IMPORTS LTD,16669491,active,ltd,,,2025-08-24,,2025-08-24,[47650, 47910, 47990],92 Greencroft Gardens London England NW6 3PH,,,
XEVORA LTD,16670172,active,ltd,,,2025-08-26,,2025-08-26,[47910],99 Mitcham Lane London England SW16 6LY,,,
TRANSMET ATLANTIC LTD,16670266,active,ltd,,,2025-08-26,,2025-08-26,[25500, 46720, 62012, 71121],71-75 Shelton Street London United Kingdom WC2H 9JQ,transmetatlantic.com,,Confirmed
VCPE LTD,16670243,active,ltd,,,2025-08-26,,2025-08-26,[47410],97 Askew Road London England W12 9AS,,,
NOVEXA STRATEGIES LTD,16670507,active,ltd,,,2025-08-26,,2025-08-26,[78200],124 City Road London United Kingdom EC1V 2NX,,,
UNOVERA LTD,16670496,active,ltd,,,2025-08-26,,2025-08-26,[62012],39 West Ella Road London England NW10 9PT,,,
HAPPY PETS TAXI SERVICES LTD,16670720,active,ltd,,,2025-08-26,,2025-08-26,[49320],Happy Pets Taxi Service London United Kingdom EC1V 2NX,,,
MIDLANDS HERITAGE ESTATES LTD,16670798,active,ltd,,,2025-08-26,,2025-08-26,[68100, 68209, 68320],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
BLESSED VENTURES LIMITED,16670801,active,ltd,,,2025-08-26,,2025-08-26,[47910, 81210],Crimsons House Flat 16 Crimsons House Lower Sydenham United Kingdom SE26 5GA,,,
PIVOTRAL LTD,16670800,active,ltd,,,2025-08-26,,2025-08-26,[62012, 62090, 63110, 63120],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
786 GAS PLUMBERS LTD,16670819,active,ltd,,,2025-08-26,,2025-08-26,[43220, 46740],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
OKOMFO LTD,16671039,active,ltd,,,2025-08-26,,2025-08-26,[62012, 62090, 63110, 70229],128 City Road London United Kingdom EC1V 2NX,,,
BIOVORTEX LTD,16671049,active,ltd,,,2025-08-26,,2025-08-26,[47749, 62090],128 City Road London United Kingdom EC1V 2NX,,,
DESI SMASH BURGER LTD,16671059,active,ltd,,,2025-08-26,,2025-08-26,[56102],228 London Road Stoke-On-Trent England ST4 5RH,,,
JAPAN MONEY CREATIVE LTD,16671380,active,ltd,,,2025-08-26,,2025-08-26,[73110],19 Ivy Crescent London England W4 5NG,,,
AH HUSTLERS LTD,16671403,active,ltd,,,2025-08-26,,2025-08-26,[47990],Unit #6703 275 New North Road London United Kingdom N1 7AA,,,
XIAOLINGTONG CO. LTD,16671391,active,ltd,,,2025-08-26,,2025-08-26,[15200, 26400],Unit 487 Ground Floor Capital House London United Kingdom E8 1LL,,,
CREATIVE CORPORATIONS LONDON LTD,16623032,active,ltd,,,2025-08-01,,2025-08-01,[68100, 68209],Flat 5 4 Kinsale Road London England SE15 4HL,,,
RISING SCHOLARS TUITION LTD,16671618,active,ltd,,,2025-08-26,,2025-08-26,[85310],71-75 Shelton Street London England WC2H 9JQ,,,
360 CAB SUPPORT LTD,16671921,active,ltd,,,2025-08-26,,2025-08-26,[82990],124 City Road London United Kingdom EC1V 2NX,,,
SINATA SERVICES LTD,16671912,active,ltd,,,2025-08-26,,2025-08-26,[70229],128 City Road London United Kingdom EC1V 2NX,,,
BHAVIK DEV LTD,16672063,active,ltd,,,2025-08-26,,2025-08-26,[47910, 47990, 93199],124 City Road London England EC1V 2NX,,,
TEETO CULINARY CO. LIMITED,16672077,active,ltd,,,2025-08-26,,2025-08-26,[10710],34 Grosvenor Gardens London England N14 4TX,,,
PIXWELL LTD,16672074,active,ltd,,,2025-08-26,,2025-08-26,[59112, 59120],5 Springfield Avenue London England N10 3SU,,,
LAMB SHANK AND MORE LTD,16672181,active,ltd,,,2025-08-26,,2025-08-26,[56103],161 Brick Lane London England E1 6SB,,,
N C GRALTON LTD,16672434,active,ltd,,,2025-08-26,,2025-08-26,[66220],12 Ardbeg Road London England SE24 9JL,,,
NEXTECH DEAL LTD,16672436,active,ltd,,,2025-08-26,,2025-08-26,[47910],Suite Ra01 195-197 Wood Street London United Kingdom E17 3NU,,,
GIGA-42 HOLDINGS LTD,16672602,active,ltd,,,2025-08-26,,2025-08-26,[64205],Vestry House London England EC4R 0EH,,,
COWBOYY LTD,16672612,active,ltd,,,2025-08-26,,2025-08-26,[47910],Unit 494 Ground Floor Capital House London United Kingdom E8 1LL,,,
THE VITAL PRINTS LTD,16672841,active,ltd,,,2025-08-26,,2025-08-26,[47910, 47990],182-184 High Street North London England E6 2JA,,,
THOMAS LIND MCLEAN LTD,16672837,active,ltd,,,2025-08-26,,2025-08-26,[47910],128 City Road London United Kingdom EC1V 2NX,,,
MLT ACADEMY LIMITED,16672842,active,ltd,,,2025-08-26,,2025-08-26,[85590],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
KENT WELL SERVICES LTD,16672864,active,ltd,,,2025-08-26,,2025-08-26,[96090],11 Cavell Crescent London United Kingdom DA1 5NS,,,
RINALABS LTD,16672844,active,ltd,,,2025-08-26,,2025-08-26,[62012, 62020],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
STEPHANIE WESTON CONSULTING LTD,16672855,active,ltd,,,2025-08-26,,2025-08-26,[70229],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
BEDROCK PRIVATE WEALTH LTD,16672853,active,ltd,,,2025-08-26,,2025-08-26,[66190],11 Old Bond Street London England W1S 4PN,,,
VENICIA SERVICES LIMITED,16672993,active,ltd,,,2025-08-26,,2025-08-26,[43390],Flat 12 Milstead House London England E5 8JT,veniciaservices.com,,Confirmed
KAABO CAFE LIMITED,16672986,active,ltd,,,2025-08-26,,2025-08-26,[56101],25 Calderwood Street London England SE18 6QW,kaabolounge.co.uk,,Confirmed
VAL ROSE 9 LTD,16673233,active,ltd,,,2025-08-26,,2025-08-26,[41201, 43999, 81210],20 Monmouth Road London United Kingdom E6 3QT,,,
RXTX LIMITED,16673672,active,ltd,,,2025-08-27,,2025-08-27,[63110],86-90 Paul Street London England EC2A 4NE,,,
NEUROBIOS AI LTD,16639754,active,ltd,,,2025-08-10,,2025-08-10,[62012],71-75 Shelton Street London England WC2H 9JQ,neurobios.ai,,Confirmed
ABUBAKAR’S TRADENEST LTD,16639763,active,ltd,,,2025-08-10,,2025-08-10,[47910],37 South Lodge Drive London United Kingdom N14 4XD,,,
PHILOCHY COLLECTIONS LTD,16639760,active,ltd,,,2025-08-10,,2025-08-10,[47710],2 Greencroft Close London United Kingdom E6 5SY,,,
JAKE ERLAND STUDIO LTD,16639831,active,ltd,,,2025-08-10,,2025-08-10,[59112, 90030],26 Kender Street London England SE14 5JG,,,
AIAPPS LTD,16639880,active,ltd,,,2025-08-10,,2025-08-10,[62012],6 Helena Road London England E17 7PY,paapp.ai,quentin@paapp.ai,Confirmed
EPK TUT0RS LTD,16639890,active,ltd,,,2025-08-10,,2025-08-10,[85600],Flat 37 Fairfield Arlington Road London England NW1 7LE,,,
LEVI GO FOR GOLD LTD,16639886,active,ltd,,,2025-08-10,,2025-08-10,[88910],15 Ampton Street London England WC1X 0LT,,,
ALCOMB CARE LIMITED,16639912,active,ltd,,,2025-08-10,,2025-08-10,[84120],4 London Road Alton England GU34 4EG,,,
BRS COLLECTION DELIVERY LTD,16639916,active,ltd,,,2025-08-10,,2025-08-10,[49410],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
MIXMVSE LTD,16639931,active,ltd,,,2025-08-10,,2025-08-10,[47190],Flat 83 Lanson Building London England SW11 8QQ,mixmvse.com,,Confirmed
SANDHUHAULAGE LTD,16639937,active,ltd,,,2025-08-10,,2025-08-10,[49410],33 Leamington Gardens Ilford United Kingdom IG3 9TX,,,
DEFINITE DESIGNS LTD,16639945,active,ltd,,,2025-08-10,,2025-08-10,[62012],4 Shottsford Ledbury Road London England W11 1HR,,,
GREEN LEAF HOME SERVICE LIMITED,16639950,active,ltd,,,2025-08-10,,2025-08-10,[86900],207 Regent Street London England W1B 3HH,,,
BRYONY BOLTON CONSULTING LTD,16639942,active,ltd,,,2025-08-10,,2025-08-10,[70229],83a Sydner Road London England N16 7UF,,,
JUST RENOVATE LIMITED,16639989,active,ltd,,,2025-08-10,,2025-08-10,[16230, 41100, 41202],180 Bermondsey Wall East London England SE16 4TT,,,
AIRWAVES TRAVELS LIMITED,16640015,active,ltd,,,2025-08-10,,2025-08-10,[79110],86 Meath Road London England E15 3DR,,,
SIRO BUILD LTD,16640035,active,ltd,,,2025-08-10,,2025-08-10,[43390],16 Knotts Green Road London England E10 6DE,,,
ARTHURJOHNS EGG LIMITED,16640039,active,ltd,,,2025-08-10,,2025-08-10,[68209],Flat 1 Boarley House London England SE17 1TE,,,
WETON GRACE LTD,16640050,active,ltd,,,2025-08-10,,2025-08-10,[87900],82 Wingate Square London England SW4 0AF,,,
TIDESPUN LIMITED,16640096,active,ltd,,,2025-08-10,,2025-08-10,[71122, 71129],167-169 Great Portland Street London England W1W 5PF,,,
BAZAAR SOUQ LTD,16640108,active,ltd,,,2025-08-10,,2025-08-10,[47990],56 Western Road London England E13 9JF,bazaarsouq.com,,Likely
NORTHERN AI LTD,16640105,active,ltd,,,2025-08-10,,2025-08-10,[62012],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
GLOUCESTER 427 LTD,16640111,active,ltd,,,2025-08-10,,2025-08-10,[68100],63a Elm Park Avenue London England N15 6UN,,,
NICKEDI LIMITED,16640161,active,ltd,,,2025-08-10,,2025-08-10,[33190, 33200],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
SCALE PILATES LIMITED,16640151,active,ltd,,,2025-08-10,,2025-08-10,[93130],37 Hither Farm Road London England SE3 9QT,scalepilates.com,,Confirmed
STILLWATERS GROUP LTD,16640214,active,ltd,,,2025-08-11,,2025-08-11,[70229],Silverstream House 4th Floor London England W1T 6EB,,,
MARDON HILL CAP V1 LIMITED,16640229,active,ltd,,,2025-08-11,,2025-08-11,[70229],55 Loudoun Road St. John's Wood London United Kingdom NW8 0DL,,,
FBN CONSULTANCY LTD,16640233,active,ltd,,,2025-08-11,,2025-08-11,[82990],124 City Road London England EC1V 2NX,,,
MIDPOINT PROPERTY HOLDINGS LIMITED,16640254,active,ltd,,,2025-08-11,,2025-08-11,[68100, 68201, 68209],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
DIMA LIVING LTD,16640257,active,ltd,,,2025-08-11,,2025-08-11,[68209],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
SIMPLE PROGRESS CONSULTING LTD,16640247,active,ltd,,,2025-08-11,,2025-08-11,[62012, 62020, 62090, 70229],71-75 Shelton Street London United Kingdom WC2H 9JQ,simpleprogressconsulting.com,,Likely
